context_length,store_id,mode,wql,mae,rmse,p10_under,p90_over
128,1,univariate,0.0909207716133954,481.5594835,629.9694851676458,0.0,0.06666666666666667
128,1,covariate,0.059777873719224245,372.29503586666664,452.9884766782389,0.1,0.13333333333333333
128,2,univariate,0.10257984133590842,587.9010219999999,820.1394780311381,0.0,0.1
128,2,covariate,0.08055909495238182,529.4347666666667,701.2023452474465,0.1,0.13333333333333333
128,3,univariate,0.11997358962242548,866.7244763333334,1036.4188957978433,0.0,0.0
128,3,covariate,0.08369292485808594,795.959814,997.6489803049229,0.2,0.03333333333333333
128,4,univariate,0.08702121635637615,1038.9877942333333,1443.8192614412214,0.0,0.06666666666666667
128,4,covariate,0.0694516214171108,963.2844408,1228.9001983641663,0.06666666666666667,0.16666666666666666
128,5,univariate,0.12693863898521984,658.4963253333333,826.8446858279029,0.0,0.03333333333333333
128,5,covariate,0.07290681393173128,477.0162547999999,576.7056930899084,0.1,0.1
128,6,univariate,0.10759056843706276,498.4723313333335,623.2688968831391,0.0,0.0
128,6,covariate,0.09222425843906577,544.4776695333334,712.9083847232259,0.26666666666666666,0.03333333333333333
128,7,univariate,0.11978950367442719,1488.9858150000002,2071.033911249399,0.0,0.1
128,7,covariate,0.09286969052640746,1257.0254426666665,1549.8125680452035,0.0,0.4666666666666667
128,8,univariate,0.1230406262032892,989.417260666667,1203.183504521866,0.0,0.1
128,8,covariate,0.07000436104704204,588.5886326666667,779.2237522317433,0.06666666666666667,0.13333333333333333
128,9,univariate,0.11037425549972622,1068.6116701333333,1290.324123292,0.0,0.0
128,9,covariate,0.0830163157266836,829.1299301333333,985.1748389748793,0.23333333333333334,0.0
128,10,univariate,0.07594315090719962,485.4900967333333,618.4548291492712,0.0,0.0
128,10,covariate,0.06423959290861644,532.2133706666667,637.7138028547982,0.13333333333333333,0.13333333333333333
128,11,univariate,0.09364417437607003,777.7406494999999,1095.6002630883586,0.0,0.06666666666666667
128,11,covariate,0.0702541547081622,715.7567540666665,925.7955626532222,0.13333333333333333,0.16666666666666666
128,12,univariate,0.09869739935930605,867.4273646666666,1029.640458541899,0.0,0.0
128,12,covariate,0.07049313545039206,714.8767119999998,883.3648869207041,0.13333333333333333,0.03333333333333333
128,14,univariate,0.1127659619635047,636.9489433333333,754.9850674971674,0.0,0.0
128,14,covariate,0.08671202175632065,629.0833984,746.324411165494,0.36666666666666664,0.03333333333333333
128,15,univariate,0.11424286033886812,978.3914736333335,1202.4159734810926,0.0,0.03333333333333333
128,15,covariate,0.07482426961401889,698.1083099999998,914.6048913817552,0.1,0.13333333333333333
128,16,univariate,0.1002795204177862,888.8393219999997,1154.724345074863,0.0,0.03333333333333333
128,16,covariate,0.04686828346224378,532.3044363333333,646.3681571033025,0.03333333333333333,0.1
128,17,univariate,0.10058165651253326,670.8826516666668,856.9001565936212,0.0,0.0
128,17,covariate,0.06209560149686613,527.9671864999999,668.3840588320854,0.16666666666666666,0.03333333333333333
128,18,univariate,0.10499915782757883,734.9923393333333,1021.7878184937142,0.0,0.03333333333333333
128,18,covariate,0.0609315337374581,585.1202410000001,712.1155237442249,0.1,0.03333333333333333
128,19,univariate,0.12587031601578705,948.8237553333332,1138.0854011139297,0.0,0.0
128,19,covariate,0.09599613515383898,803.6147869999999,1026.8952120494955,0.3333333333333333,0.03333333333333333
