id,timestamp,target,Customers,Open,Promo,StateHoliday,SchoolHoliday,DayOfWeek,week_sin,week_cos,month_sin,month_cos,quarter,is_month_start,is_month_end,lag_1_known,lag_1,lag_2_known,lag_2,lag_4_known,lag_4,lag_8_known,lag_8,lag_12_known,lag_12,lag_16_known,lag_16,lag_24_known,lag_24,lag_52_known,lag_52,ema_4,ema_8,chg_1
792,2013-01-01,0.0,0.0,0.0,0.0,1,1.0,2.0,0.11827317,0.9929811,0.5,0.8660254,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
792,2013-01-02,6753.0,729.0,1.0,0.0,0,1.0,3.0,0.11827317,0.9929811,0.5,0.8660254,1,0,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
792,2013-01-03,6499.0,684.0,1.0,0.0,0,1.0,4.0,0.11827317,0.9929811,0.5,0.8660254,1,0,0,1,6753.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2701.2,1500.6666,6753.0
792,2013-01-04,7003.0,699.0,1.0,0.0,0,1.0,5.0,0.11827317,0.9929811,0.5,0.8660254,1,0,0,1,6499.0,1,6753.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4220.32,2611.4075,-254.0
792,2013-01-05,5247.0,560.0,1.0,0.0,0,0.0,6.0,0.11827317,0.9929811,0.5,0.8660254,1,0,0,1,7003.0,1,6499.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5333.392,3587.317,504.0
792,2013-01-06,0.0,0.0,0.0,0.0,0,0.0,7.0,0.11827317,0.9929811,0.5,0.8660254,1,0,0,1,5247.0,1,7003.0,1,6753.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5298.835,3956.1353,-1756.0
792,2013-01-07,14280.0,1080.0,1.0,1.0,0,0.0,1.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,0.0,1,5247.0,1,6499.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3179.301,3076.9941,-5247.0
792,2013-01-08,10886.0,871.0,1.0,1.0,0,0.0,2.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,14280.0,1,0.0,1,7003.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7619.5806,5566.551,14280.0
792,2013-01-09,9785.0,794.0,1.0,1.0,0,0.0,3.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,10886.0,1,14280.0,1,5247.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8926.148,6748.651,-3394.0
792,2013-01-10,8858.0,805.0,1.0,1.0,0,0.0,4.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,9785.0,1,10886.0,1,0.0,1,6753.0,0,0.0,0,0.0,0,0.0,0,0.0,9269.689,7423.395,-1101.0
792,2013-01-11,9698.0,838.0,1.0,1.0,0,0.0,5.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,8858.0,1,9785.0,1,14280.0,1,6499.0,0,0.0,0,0.0,0,0.0,0,0.0,9105.014,7742.1963,-927.0
792,2013-01-12,4495.0,515.0,1.0,0.0,0,0.0,6.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,9698.0,1,8858.0,1,10886.0,1,7003.0,0,0.0,0,0.0,0,0.0,0,0.0,9342.208,8176.8193,840.0
792,2013-01-13,0.0,0.0,0.0,0.0,0,0.0,7.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,4495.0,1,9698.0,1,9785.0,1,5247.0,1,0.0,0,0.0,0,0.0,0,0.0,7403.3247,7358.637,-5203.0
792,2013-01-14,5358.0,635.0,1.0,0.0,0,0.0,1.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,0.0,1,4495.0,1,8858.0,1,0.0,1,6753.0,0,0.0,0,0.0,0,0.0,4441.995,5723.3843,-4495.0
792,2013-01-15,5120.0,590.0,1.0,0.0,0,0.0,2.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,5358.0,1,0.0,1,9698.0,1,14280.0,1,6499.0,0,0.0,0,0.0,0,0.0,4808.397,5642.188,5358.0
792,2013-01-16,5077.0,608.0,1.0,0.0,0,0.0,3.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,5120.0,1,5358.0,1,4495.0,1,10886.0,1,7003.0,0,0.0,0,0.0,0,0.0,4933.038,5526.146,-238.0
792,2013-01-17,5382.0,589.0,1.0,0.0,0,0.0,4.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,5077.0,1,5120.0,1,0.0,1,9785.0,1,5247.0,1,0.0,0,0.0,0,0.0,4990.623,5426.336,-43.0
792,2013-01-18,5985.0,692.0,1.0,0.0,0,0.0,5.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,5382.0,1,5077.0,1,5358.0,1,8858.0,1,0.0,1,6753.0,0,0.0,0,0.0,5147.174,5416.4834,305.0
792,2013-01-19,5001.0,503.0,1.0,0.0,0,0.0,6.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,5985.0,1,5382.0,1,5120.0,1,9698.0,1,14280.0,1,6499.0,0,0.0,0,0.0,5482.304,5542.8203,603.0
792,2013-01-20,0.0,0.0,0.0,0.0,0,0.0,7.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,5001.0,1,5985.0,1,5077.0,1,4495.0,1,10886.0,1,7003.0,0,0.0,0,0.0,5289.7827,5422.416,-984.0
792,2013-01-21,8385.0,641.0,1.0,1.0,0,0.0,1.0,0.45662925,0.8896571,0.5,0.8660254,1,0,0,1,0.0,1,5001.0,1,5382.0,1,0.0,1,9785.0,1,5247.0,0,0.0,0,0.0,3173.8696,4217.4346,-5001.0
792,2013-01-22,9490.0,782.0,1.0,1.0,0,0.0,2.0,0.45662925,0.8896571,0.5,0.8660254,1,0,0,1,8385.0,1,0.0,1,5985.0,1,5358.0,1,8858.0,1,0.0,0,0.0,0,0.0,5258.322,5143.56,8385.0
792,2013-01-23,9087.0,779.0,1.0,1.0,0,0.0,3.0,0.45662925,0.8896571,0.5,0.8660254,1,0,0,1,9490.0,1,8385.0,1,5001.0,1,5120.0,1,9698.0,1,14280.0,0,0.0,0,0.0,6950.993,6109.4355,1105.0
792,2013-01-24,9029.0,806.0,1.0,1.0,0,0.0,4.0,0.45662925,0.8896571,0.5,0.8660254,1,0,0,1,9087.0,1,9490.0,1,0.0,1,5077.0,1,4495.0,1,10886.0,0,0.0,0,0.0,7805.396,6771.1167,-403.0
792,2013-01-25,8899.0,796.0,1.0,1.0,0,0.0,5.0,0.45662925,0.8896571,0.5,0.8660254,1,0,0,1,9029.0,1,9087.0,1,8385.0,1,5382.0,1,0.0,1,9785.0,1,0.0,0,0.0,8294.838,7272.8687,-58.0
792,2013-01-26,4798.0,509.0,1.0,0.0,0,0.0,6.0,0.45662925,0.8896571,0.5,0.8660254,1,0,0,1,8899.0,1,9029.0,1,9490.0,1,5985.0,1,5358.0,1,8858.0,1,6753.0,0,0.0,8536.503,7634.231,-130.0
792,2013-01-27,0.0,0.0,0.0,0.0,0,0.0,7.0,0.45662925,0.8896571,0.5,0.8660254,1,0,0,1,4798.0,1,8899.0,1,9087.0,1,5001.0,1,5120.0,1,9698.0,1,6499.0,0,0.0,7041.1016,7003.9575,-4101.0
792,2013-01-28,5482.0,647.0,1.0,0.0,0,0.0,1.0,0.55864674,0.82940567,0.5,0.8660254,1,0,0,1,0.0,1,4798.0,1,9029.0,1,0.0,1,5077.0,1,4495.0,1,7003.0,0,0.0,4224.661,5447.5225,-4798.0
792,2013-01-29,6458.0,629.0,1.0,0.0,0,0.0,2.0,0.55864674,0.82940567,0.5,0.8660254,1,0,0,1,5482.0,1,0.0,1,8899.0,1,8385.0,1,5382.0,1,0.0,1,5247.0,0,0.0,4727.5967,5455.184,5482.0
792,2013-01-30,6361.0,658.0,1.0,0.0,0,0.0,3.0,0.55864674,0.82940567,0.5,0.8660254,1,0,0,1,6458.0,1,5482.0,1,4798.0,1,9490.0,1,5985.0,1,5358.0,1,0.0,0,0.0,5419.758,5678.032,976.0
792,2013-01-31,8178.0,791.0,1.0,0.0,0,0.0,4.0,0.55864674,0.82940567,0.5,0.8660254,1,0,1,1,6361.0,1,6458.0,1,0.0,1,9087.0,1,5001.0,1,5120.0,1,14280.0,0,0.0,5796.255,5829.8027,-97.0
792,2013-02-01,6416.0,709.0,1.0,0.0,0,0.0,5.0,0.55864674,0.82940567,0.8660254,0.5,1,1,0,1,8178.0,1,6361.0,1,5482.0,1,9029.0,1,0.0,1,5077.0,1,10886.0,0,0.0,6748.9526,6351.6245,1817.0
792,2013-02-02,5669.0,533.0,1.0,0.0,0,0.0,6.0,0.55864674,0.82940567,0.8660254,0.5,1,0,0,1,6416.0,1,8178.0,1,6458.0,1,8899.0,1,8385.0,1,5382.0,1,9785.0,0,0.0,6615.7715,6365.93,-1762.0
792,2013-02-03,0.0,0.0,0.0,0.0,0,0.0,7.0,0.55864674,0.82940567,0.8660254,0.5,1,0,0,1,5669.0,1,6416.0,1,6361.0,1,4798.0,1,9490.0,1,5985.0,1,8858.0,0,0.0,6237.063,6211.0566,-747.0
792,2013-02-04,13513.0,1017.0,1.0,1.0,0,0.0,1.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,0.0,1,5669.0,1,8178.0,1,0.0,1,9087.0,1,5001.0,1,9698.0,0,0.0,3742.2378,4830.822,-5669.0
792,2013-02-05,9116.0,798.0,1.0,1.0,0,0.0,2.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,13513.0,1,0.0,1,6416.0,1,5482.0,1,9029.0,1,0.0,1,4495.0,0,0.0,7650.5425,6760.195,13513.0
792,2013-02-06,9111.0,839.0,1.0,1.0,0,0.0,3.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,9116.0,1,13513.0,1,5669.0,1,6458.0,1,8899.0,1,8385.0,1,0.0,0,0.0,8236.726,7283.707,-4397.0
792,2013-02-07,6903.0,673.0,1.0,1.0,0,0.0,4.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,9111.0,1,9116.0,1,0.0,1,6361.0,1,4798.0,1,9490.0,1,5358.0,0,0.0,8586.436,7689.772,-5.0
792,2013-02-08,8559.0,769.0,1.0,1.0,0,0.0,5.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,6903.0,1,9111.0,1,13513.0,1,8178.0,1,0.0,1,9087.0,1,5120.0,0,0.0,7913.061,7514.934,-2208.0
792,2013-02-09,5258.0,581.0,1.0,0.0,0,0.0,6.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,8559.0,1,6903.0,1,9116.0,1,6416.0,1,5482.0,1,9029.0,1,5077.0,0,0.0,8171.4365,7746.9487,1656.0
792,2013-02-10,0.0,0.0,0.0,0.0,0,0.0,7.0,0.65282214,0.75751126,0.8660254,0.5,1,0,0,1,5258.0,1,8559.0,1,9111.0,1,5669.0,1,6458.0,1,8899.0,1,5382.0,0,0.0,7006.062,7193.849,-3301.0
792,2013-02-11,4608.0,532.0,1.0,0.0,0,0.0,1.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,0.0,1,5258.0,1,6903.0,1,0.0,1,6361.0,1,4798.0,1,5985.0,0,0.0,4203.637,5595.216,-5258.0
792,2013-02-12,4966.0,548.0,1.0,0.0,0,0.0,2.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,4608.0,1,0.0,1,8559.0,1,13513.0,1,8178.0,1,0.0,1,5001.0,0,0.0,4365.3823,5375.8345,4608.0
792,2013-02-13,6113.0,657.0,1.0,0.0,0,0.0,3.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,4966.0,1,4608.0,1,5258.0,1,9116.0,1,6416.0,1,5482.0,1,0.0,0,0.0,4605.6294,5284.7603,358.0
792,2013-02-14,5661.0,636.0,1.0,0.0,0,0.0,4.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,6113.0,1,4966.0,1,0.0,1,9111.0,1,5669.0,1,6458.0,1,8385.0,0,0.0,5208.5776,5468.8135,1147.0
792,2013-02-15,5833.0,683.0,1.0,0.0,0,0.0,5.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,5661.0,1,6113.0,1,4608.0,1,6903.0,1,0.0,1,6361.0,1,9490.0,0,0.0,5389.5464,5511.5215,-452.0
792,2013-02-16,5475.0,590.0,1.0,0.0,0,0.0,6.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,5833.0,1,5661.0,1,4966.0,1,8559.0,1,13513.0,1,8178.0,1,9087.0,0,0.0,5566.9277,5582.9614,172.0
792,2013-02-17,0.0,0.0,0.0,0.0,0,0.0,7.0,0.73783326,0.674983,0.8660254,0.5,1,0,0,1,5475.0,1,5833.0,1,6113.0,1,5258.0,1,9116.0,1,6416.0,1,9029.0,0,0.0,5530.1567,5558.9697,-358.0
