id,timestamp,target,Customers,Open,Promo,StateHoliday,SchoolHoliday,DayOfWeek,week_sin,week_cos,month_sin,month_cos,quarter,is_month_start,is_month_end,lag_1_known,lag_1,lag_2_known,lag_2,lag_4_known,lag_4,lag_8_known,lag_8,lag_12_known,lag_12,lag_16_known,lag_16,lag_24_known,lag_24,lag_52_known,lag_52,ema_4,ema_8,chg_1
431,2013-01-01,0.0,0.0,0.0,0.0,1,1.0,2.0,0.11827317,0.9929811,0.5,0.8660254,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
431,2013-01-02,7960.0,934.0,1.0,0.0,0,1.0,3.0,0.11827317,0.9929811,0.5,0.8660254,1,0,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
431,2013-01-03,7532.0,894.0,1.0,0.0,0,1.0,4.0,0.11827317,0.9929811,0.5,0.8660254,1,0,0,1,7960.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3184.0,1768.8889,7960.0
431,2013-01-04,7958.0,895.0,1.0,0.0,0,1.0,5.0,0.11827317,0.9929811,0.5,0.8660254,1,0,0,1,7532.0,1,7960.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4923.2,3049.5803,-428.0
431,2013-01-05,7830.0,834.0,1.0,0.0,0,0.0,6.0,0.11827317,0.9929811,0.5,0.8660254,1,0,0,1,7958.0,1,7532.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6137.12,4140.3403,426.0
431,2013-01-06,0.0,0.0,0.0,0.0,0,0.0,7.0,0.11827317,0.9929811,0.5,0.8660254,1,0,0,1,7830.0,1,7958.0,1,7960.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6814.272,4960.2646,-128.0
431,2013-01-07,11257.0,1160.0,1.0,1.0,0,0.0,1.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,0.0,1,7830.0,1,7532.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4088.5632,3857.9836,-7830.0
431,2013-01-08,9972.0,982.0,1.0,1.0,0,0.0,2.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,11257.0,1,0.0,1,7958.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6955.938,5502.2095,11257.0
431,2013-01-09,8113.0,836.0,1.0,1.0,0,0.0,3.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,9972.0,1,11257.0,1,7830.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8162.363,6495.496,-1285.0
431,2013-01-10,9613.0,1071.0,1.0,1.0,0,0.0,4.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,8113.0,1,9972.0,1,0.0,1,7960.0,0,0.0,0,0.0,0,0.0,0,0.0,8142.6177,6854.9414,-1859.0
431,2013-01-11,8825.0,1002.0,1.0,1.0,0,0.0,5.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,9613.0,1,8113.0,1,11257.0,1,7532.0,0,0.0,0,0.0,0,0.0,0,0.0,8730.7705,7467.8433,1500.0
431,2013-01-12,7936.0,881.0,1.0,0.0,0,0.0,6.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,8825.0,1,9613.0,1,9972.0,1,7958.0,0,0.0,0,0.0,0,0.0,0,0.0,8768.462,7769.4336,-788.0
431,2013-01-13,0.0,0.0,0.0,0.0,0,0.0,7.0,0.23488605,0.9720229,0.5,0.8660254,1,0,0,1,7936.0,1,8825.0,1,8113.0,1,7830.0,1,0.0,0,0.0,0,0.0,0,0.0,8435.478,7806.448,-889.0
431,2013-01-14,7432.0,905.0,1.0,0.0,0,0.0,1.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,0.0,1,7936.0,1,9613.0,1,0.0,1,7960.0,0,0.0,0,0.0,0,0.0,5061.2866,6071.682,-7936.0
431,2013-01-15,5390.0,689.0,1.0,0.0,0,0.0,2.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,7432.0,1,0.0,1,8825.0,1,11257.0,1,7532.0,0,0.0,0,0.0,0,0.0,6009.572,6373.975,7432.0
431,2013-01-16,5719.0,702.0,1.0,0.0,0,0.0,3.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,5390.0,1,7432.0,1,7936.0,1,9972.0,1,7958.0,0,0.0,0,0.0,0,0.0,5761.743,6155.314,-2042.0
431,2013-01-17,7148.0,885.0,1.0,0.0,0,0.0,4.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,5719.0,1,5390.0,1,0.0,1,8113.0,1,7830.0,1,0.0,0,0.0,0,0.0,5744.646,6058.3555,329.0
431,2013-01-18,7654.0,875.0,1.0,0.0,0,0.0,5.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,7148.0,1,5719.0,1,7432.0,1,9613.0,1,0.0,1,7960.0,0,0.0,0,0.0,6305.9873,6300.4985,1429.0
431,2013-01-19,8229.0,882.0,1.0,0.0,0,0.0,6.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,7654.0,1,7148.0,1,5390.0,1,8825.0,1,11257.0,1,7532.0,0,0.0,0,0.0,6845.1924,6601.277,506.0
431,2013-01-20,0.0,0.0,0.0,0.0,0,0.0,7.0,0.34820163,0.93741965,0.5,0.8660254,1,0,0,1,8229.0,1,7654.0,1,5719.0,1,7936.0,1,9972.0,1,7958.0,0,0.0,0,0.0,7398.7153,6962.993,575.0
