p10,median,p90
2961.5972,5272.018,7498.2
3328.6057,5614.758,7925.31
2282.8867,4481.4355,6668.8525
-1802.3105,-422.40283,1074.8386
3054.291,5479.502,7718.964
2368.4453,4751.4087,6895.247
1788.4861,4065.5422,6074.5264
1322.595,3479.5815,5446.0864
2111.253,4283.0483,6162.7637
1648.2322,3898.1924,5866.608
-1451.874,-45.208984,1563.5115
3694.9941,6587.2715,9349.225
3338.9204,6132.483,8872.685
2600.0303,5224.1177,7847.798
2186.1455,4500.1875,6738.6406
2589.0945,4987.9746,7246.5254
1925.4895,3926.659,5963.627
-1539.8081,-342.16553,934.5325
3414.568,5766.158,7973.798
2723.0781,5091.5034,7270.414
2324.9275,4526.7354,6667.4077
2115.594,4294.6216,6381.1367
2328.9038,4540.217,6537.051
2374.9321,4474.6655,6493.695
-1384.812,-190.85889,1097.8813
4012.9702,6543.1797,9159.739
3470.4434,6010.877,8567.0625
2764.6597,5195.5186,7602.7017
2459.4893,4707.8223,6876.0537
2858.0571,5144.5176,7283.3936
