p10,median,p90
4802.1123,5611.3755,6511.4785
4871.6675,5657.409,6622.8184
3962.6235,4770.2715,5627.7803
-709.38574,-92.02344,742.0586
4438.563,5082.698,5859.3506
3965.6816,4606.053,5311.5645
3896.1765,4507.5747,5211.1426
3377.5244,4033.1162,4748.2466
3635.6929,4272.1562,4909.8384
3965.9912,4609.2476,5248.8193
-472.55957,147.46338,822.844
5327.586,5994.733,6875.5215
4936.0356,5605.2476,6374.2256
4636.0312,5317.2715,6062.998
4437.368,5105.995,5875.082
4409.8506,5142.5444,5952.156
3737.0908,4419.467,5167.3984
-229.40381,362.4109,1039.0852
4084.0894,4788.004,5534.414
3625.4126,4327.402,5143.1035
3185.9302,3815.252,4494.3228
3085.311,3710.8267,4298.522
3166.8413,3798.8508,4523.6787
3526.7388,4234.6187,5055.671
-468.69238,-20.355957,749.39307
5452.2046,6470.315,7797.3677
5125.759,6101.6436,7532.2334
4695.695,5783.437,7347.4756
4642.9805,5866.3027,7544.827
4642.4775,5923.2485,7733.033
