p10,median,p90
5980.6436,9286.451,12040.262
5638.9834,9389.484,12302.548
2445.3213,6956.919,10244.844
-1990.5791,-296.63916,1987.3901
1023.7012,6225.1157,10584.101
1335.02,6360.9146,10057.277
1180.1963,5172.3193,8620.095
637.74414,3866.074,7431.5728
1805.8408,5465.991,8480.999
1455.8213,5130.9473,8034.6143
-1596.4824,300.88135,2382.357
3421.0657,8666.338,11620.4375
3602.9329,8589.094,11656.877
3304.7437,8027.4424,10937.533
3126.4858,7443.9424,9963.104
2863.7896,7342.009,10102.515
2533.4956,5406.0938,8215.145
-1808.3115,-362.3838,1332.9487
4326.2964,7538.7573,10055.392
4394.8057,7377.748,9760.911
4245.7383,6936.876,9213.177
3992.353,6579.296,8707.3
4294.1,6697.6597,8712.033
4153.447,6547.282,8718.927
-865.5835,199.4292,1667.1885
6557.7437,9316.844,12171.467
6310.901,9053.889,12009.352
5674.8687,8475.297,11303.777
5518.4663,8121.3887,10768.728
5417.4927,7969.4375,10351.3
