p10,median,p90
9407.321,11173.464,13171.468
9794.865,11607.557,13860.458
5221.7744,6746.627,8365.33
-1249.0137,48.166992,1625.6406
7852.3975,9346.743,11072.088
7244.8247,8553.024,10128.612
7182.5244,8458.8,10022.6
6329.1846,7678.2207,9194.9795
6742.874,8038.1533,9504.52
6040.6055,7419.548,8898.813
-478.021,644.6084,2178.4658
11075.902,13016.321,15513.478
10047.928,11863.873,14107.205
9348.821,11189.727,13440.405
8629.289,10353.515,12410.522
8756.923,10606.436,12860.319
5000.9585,6520.21,8110.8633
-384.521,932.3574,2388.7407
7708.6206,9235.208,10925.84
6611.955,8102.166,9854.915
6426.436,7781.61,9328.429
6073.426,7407.756,8790.008
6354.59,7708.3335,9256.721
5604.6875,7059.051,8630.226
-1014.00977,43.563477,1560.3813
11976.615,14463.002,17889.18
10530.645,12906.672,16058.291
9426.075,12006.214,15158.212
9205.46,11711.704,14870.837
9245.42,11919.711,15146.486
