p10,median,p90
4803.0137,6929.22,8841.996
4260.544,6421.615,8366.784
1248.4111,2918.9468,4886.44
-1810.1362,-492.41016,997.59033
4337.2773,7250.5386,9508.175
4382.777,6989.752,9294.551
4070.3152,6491.961,8510.397
3965.0503,6325.928,8269.33
3676.4023,6064.095,7953.8994
962.1284,2848.5198,4633.6753
-1558.6763,-69.69678,1539.1213
4343.8906,7497.6357,10034.848
4151.7524,7146.467,9639.809
3672.1091,6579.756,9101.627
3508.6814,6284.298,8417.381
3210.5784,5877.5337,8092.383
620.6831,2499.6355,4500.9634
-1792.8599,-383.58057,1025.0005
4412.637,7256.623,9681.867
4027.4526,6794.1367,9086.586
3798.5586,6425.658,8737.794
3723.4155,6318.1763,8421.018
3631.5867,5993.7764,7938.2847
1265.2346,3142.4226,5073.4824
-1123.4937,106.645996,1345.7478
5225.3354,7712.2866,10011.043
4823.2085,7303.8984,9601.02
4367.096,6787.5586,8902.477
4395.838,6554.829,8463.953
4098.0264,6182.172,8007.66
