p10,median,p90
8496.347,9588.959,10729.296
8452.608,9649.047,10858.793
4987.076,6025.6963,7094.393
-1108.2773,-105.95654,977.61914
6872.539,7931.0337,9004.541
6355.601,7288.2754,8238.764
6124.2866,7019.1465,8008.9697
5756.9746,6676.265,7612.2466
5676.3154,6542.3413,7472.7803
5359.549,6336.275,7384.5117
-233.79053,598.2759,1599.5234
9996.586,11308.396,12762.923
9131.624,10335.588,11695.406
8312.58,9565.828,10825.559
7254.1577,8413.974,9778.359
7436.611,8678.049,9983.498
4439.9307,5373.8047,6415.0425
-636.334,350.76807,1346.2378
6424.809,7463.6206,8457.995
5713.247,6621.7554,7515.7593
5266.5176,6224.5195,7152.894
5370.9355,6289.735,7147.647
5207.004,6186.9595,7161.898
5199.0713,6183.1455,7184.721
-824.978,-15.362793,978.0791
10469.33,11927.221,13609.09
9758.816,11153.656,12885.445
8743.963,10284.592,12087.26
8605.125,10177.54,12018.742
8474.012,10312.421,12233.63
