scenario,shop_id,core_cluster,final_cluster,is_outlier_core,is_outlier_final,assign_confidence,nearest_cluster,nearest_dist,cluster_prob_core,outlier_score
S4_leaf_granular,484,25,25,False,False,1.0,-1,,1.0,0.0
S4_leaf_granular,6,-1,5,True,False,0.0,5,0.6891700029373169,0.0,0.07907179530555757
S4_leaf_granular,65,-1,20,True,False,0.0,20,0.5292038321495056,0.0,0.23646819364642285
S4_leaf_granular,333,23,23,False,False,0.9917435175992754,-1,,0.9917435175992754,0.008256482400724607
S4_leaf_granular,1036,2,2,False,False,1.0,-1,,1.0,0.0
S4_leaf_granular,409,-1,6,True,False,0.0,6,0.8576869964599609,0.0,0.06368492121973723
S4_leaf_granular,1029,-1,20,True,False,0.0,20,0.589910626411438,0.0,0.07907179530555757
S4_leaf_granular,117,14,14,False,False,0.9934036425321178,-1,,0.9934036425321178,0.006596357467882215
S4_leaf_granular,907,-1,18,True,False,0.34465556969607014,18,0.315418541431427,0.0,0.02679311478516671
S4_leaf_granular,290,14,14,False,False,0.6647651751893936,-1,,0.6647651751893936,0.33523482481060635
S4_leaf_granular,966,-1,19,True,False,0.0,19,0.5777662396430969,0.0,0.04741981341675591
S4_leaf_granular,1069,21,21,False,False,1.0,-1,,1.0,0.0
S4_leaf_granular,1070,25,25,False,False,1.0,-1,,1.0,0.0
S4_leaf_granular,969,3,3,False,False,0.32363760151389415,-1,,0.32363760151389415,0.6763623984861058
S4_leaf_granular,29,-1,10,True,False,0.0,10,0.6066935062408447,0.0,0.12185674573748946
S4_leaf_granular,101,23,23,False,False,0.8170156054253478,-1,,0.8170156054253478,0.18298439457465218
S4_leaf_granular,11,23,23,False,False,1.0,-1,,1.0,0.0
S4_leaf_granular,790,3,3,False,False,0.46834194117027317,-1,,0.46834194117027317,0.5316580588297268
S4_leaf_granular,389,23,23,False,False,0.8548538851973777,-1,,0.8548538851973777,0.14514611480262227
S4_leaf_granular,496,-1,5,True,False,0.0,5,1.3760592937469482,0.0,0.22462928420236228
S4_leaf_granular,590,3,3,False,False,1.0,-1,,1.0,0.0
S4_leaf_granular,505,6,6,False,False,1.0,-1,,1.0,0.0
S4_leaf_granular,146,11,11,False,False,0.9116875786283316,-1,,0.9116875786283316,0.08831242137166835
S4_leaf_granular,373,-1,6,True,False,0.0,6,0.8721076250076294,0.0,0.06368492121973723
S4_leaf_granular,1105,16,16,False,False,0.7292402709548905,-1,,0.7292402709548905,0.27075972904510953
S4_leaf_granular,34,24,24,False,False,1.0,-1,,1.0,0.0
S4_leaf_granular,66,3,3,False,False,0.6042278800360223,-1,,0.6042278800360223,0.3957721199639777
S4_leaf_granular,572,11,11,False,False,0.9116875786283316,-1,,0.9116875786283316,0.08831242137166835
S4_leaf_granular,374,7,7,False,False,1.0,-1,,1.0,0.0
