timestamp,p10,median,p90
2015-07-02,5581.6196,6406.7764,7302.3936
2015-07-03,5504.2627,6354.6675,7313.3467
2015-07-04,3321.675,3978.1812,4693.663
2015-07-05,-306.4829,299.03296,1005.0552
2015-07-06,3167.3848,3901.7568,4656.6816
2015-07-07,2663.9067,3304.3013,3928.2178
2015-07-08,2643.6504,3227.2922,3855.5618
2015-07-09,2385.168,2975.9,3578.8857
2015-07-10,2663.4048,3336.3362,3971.697
2015-07-11,3713.249,4379.7153,5026.096
2015-07-12,-355.41455,356.24902,1098.856
2015-07-13,6715.1978,7647.7666,8629.279
2015-07-14,5522.9824,6280.249,7081.5576
2015-07-15,4950.92,5640.4043,6384.179
2015-07-16,4632.2056,5301.1772,6043.6934
2015-07-17,5125.632,5831.9805,6626.3804
2015-07-18,3205.4504,3795.3967,4440.203
2015-07-19,462.40405,1109.2991,1666.4487
2015-07-20,3289.9783,3890.5874,4453.4434
2015-07-21,2494.1665,3051.2905,3671.8489
2015-07-22,2404.5386,2952.4902,3560.9062
2015-07-23,1538.6514,2104.6318,2757.6707
2015-07-24,2353.1113,2991.5972,3663.6272
2015-07-25,3433.5088,4086.2097,4797.6846
2015-07-26,-322.75146,262.48584,1012.2549
2015-07-27,7128.476,8343.2295,9792.195
2015-07-28,5979.0215,7139.9814,8628.703
2015-07-29,5057.49,6268.498,7657.3203
2015-07-30,5056.412,6380.293,7880.4688
2015-07-31,5144.912,6593.8945,8243.334
