timestamp,p10,median,p90
2015-07-02,7351.046,7780.9736,8237.432
2015-07-03,7033.042,7448.4,7878.9463
2015-07-04,4735.131,5048.5757,5318.2
2015-07-05,-250.24493,-87.24086,202.78882
2015-07-06,6298.1006,6711.698,6947.939
2015-07-07,5296.418,5616.473,5946.578
2015-07-08,5145.4517,5533.5684,5939.609
2015-07-09,4994.204,5382.805,5840.612
2015-07-10,5408.7773,5855.375,6226.638
2015-07-11,4695.6777,5100.6343,5592.3657
2015-07-12,-146.35672,-111.18207,208.33673
2015-07-13,10143.88,10763.213,11239.401
2015-07-14,7983.747,8432.976,8875.21
2015-07-15,8266.005,8787.236,9228.334
2015-07-16,7636.1753,7981.9487,8467.877
2015-07-17,6703.315,7170.5244,7626.6064
2015-07-18,5022.4604,5474.5547,5918.2637
2015-07-19,-179.64398,-22.845581,177.01709
2015-07-20,6072.8887,6562.948,6943.906
2015-07-21,5187.5103,5553.4927,5930.0483
2015-07-22,5398.8066,5701.076,6125.289
2015-07-23,5155.411,5485.716,5936.27
2015-07-24,5050.2266,5328.0186,5715.945
2015-07-25,4311.844,4704.443,5190.5063
2015-07-26,-306.58887,-247.94133,72.59064
2015-07-27,9379.039,9869.986,10326.846
2015-07-28,7546.035,7990.1895,8364.437
2015-07-29,6941.2256,7349.3037,7677.1807
2015-07-30,6918.446,7325.819,7631.2837
2015-07-31,8746.076,9201.723,9526.275
