timestamp,p10,median,p90
2015-07-02,6900.083,7851.7534,8861.404
2015-07-03,6321.1323,7331.417,8365.812
2015-07-04,2818.5237,3734.9272,4675.948
2015-07-05,-870.8584,-84.59082,837.8506
2015-07-06,5808.4062,6785.467,7838.274
2015-07-07,4919.911,5820.8066,6845.624
2015-07-08,4789.0625,5643.941,6638.545
2015-07-09,4686.754,5587.1294,6578.128
2015-07-10,4752.499,5676.0527,6699.383
2015-07-11,3170.2383,4192.1187,5224.4214
2015-07-12,-723.28906,38.583008,1178.5688
2015-07-13,7483.996,8759.578,10433.061
2015-07-14,6949.7373,8255.255,9830.852
2015-07-15,6276.218,7634.951,9264.977
2015-07-16,5472.1763,6838.423,8392.27
2015-07-17,7237.05,8926.049,10863.796
2015-07-18,4544.553,6310.433,8723.486
2015-07-19,1374.5452,2618.0264,4860.841
2015-07-20,7098.2617,8871.854,11788.349
2015-07-21,6426.2256,8286.972,11078.9375
2015-07-22,6026.3115,7790.019,10577.41
2015-07-23,5714.673,7472.022,10124.199
2015-07-24,5995.88,7856.713,10848.215
2015-07-25,4849.965,6898.903,10078.904
2015-07-26,823.8452,2256.2185,5379.766
2015-07-27,8871.716,11863.163,17905.742
2015-07-28,8211.682,11012.693,16398.568
2015-07-29,7052.151,10108.012,15317.361
2015-07-30,6819.629,10064.055,15584.793
2015-07-31,7201.71,10305.746,16095.1045
