timestamp,p10,median,p90
2015-07-02,4287.8574,4986.622,5717.9077
2015-07-03,3896.3467,4559.8364,5285.5977
2015-07-04,1999.7194,2690.0542,3402.9644
2015-07-05,-1062.2676,-490.02344,117.77832
2015-07-06,3810.5095,4497.484,5239.1094
2015-07-07,3724.643,4312.8735,4970.0303
2015-07-08,3372.0264,3905.93,4501.1816
2015-07-09,3895.4138,4427.72,5041.741
2015-07-10,3730.8816,4285.227,4884.1445
2015-07-11,2558.3323,3151.713,3769.7583
2015-07-12,-47.749756,393.8208,984.82983
2015-07-13,4791.935,5487.124,6371.907
2015-07-14,4425.008,5066.123,5721.9644
2015-07-15,3890.1028,4461.2856,5068.212
2015-07-16,3663.9375,4203.618,4776.049
2015-07-17,3344.2734,3913.8,4507.5664
2015-07-18,1660.6318,2227.4607,2854.8638
2015-07-19,-920.21484,-460.65674,31.525879
2015-07-20,3969.6296,4565.39,5198.557
2015-07-21,3726.6626,4264.359,4894.703
2015-07-22,3408.9705,3937.1665,4543.6343
2015-07-23,3768.8447,4352.259,4972.724
2015-07-24,3999.1375,4615.886,5282.4824
2015-07-25,2509.9731,3255.5276,4006.8125
2015-07-26,-117.298096,345.5044,946.3237
2015-07-27,4994.835,5926.6436,7034.5996
2015-07-28,4460.204,5267.43,6228.1494
2015-07-29,3866.8152,4563.5957,5397.5635
2015-07-30,3872.8442,4581.8516,5349.5474
2015-07-31,3717.265,4540.461,5376.019
