timestamp,p10,median,p90
2015-07-02,4515.0474,5388.35,6232.8125
2015-07-03,4081.1335,4943.1904,5820.2856
2015-07-04,2833.5798,3758.7966,4644.125
2015-07-05,-1133.8408,-307.4126,497.854
2015-07-06,3918.6208,4895.1387,5814.468
2015-07-07,3143.8416,4070.2947,4968.07
2015-07-08,2694.608,3518.9795,4349.2246
2015-07-09,2928.588,3845.495,4649.8296
2015-07-10,3276.4204,4098.984,4925.6826
2015-07-11,3090.866,3906.7158,4690.9985
2015-07-12,-631.3237,28.043457,768.7031
2015-07-13,5905.4775,6824.675,7768.0874
2015-07-14,4583.74,5462.503,6323.001
2015-07-15,4078.2598,4964.595,5805.3413
2015-07-16,3407.2017,4265.843,5078.993
2015-07-17,3547.084,4504.7954,5354.0625
2015-07-18,2170.4028,3076.7197,3933.9849
2015-07-19,-1205.4341,-399.37646,366.72632
2015-07-20,4158.387,5051.3354,5953.936
2015-07-21,3178.6602,4132.235,5097.609
2015-07-22,3125.4148,4021.2825,4898.1504
2015-07-23,3179.2114,4065.465,4936.6772
2015-07-24,3703.4893,4587.542,5483.199
2015-07-25,3545.4133,4470.275,5417.5596
2015-07-26,-544.7925,160.44849,920.5647
2015-07-27,5759.615,7030.0654,8171.206
2015-07-28,4452.574,5535.4385,6593.54
2015-07-29,3903.457,5052.93,6133.329
2015-07-30,3695.076,4846.9375,5921.5796
2015-07-31,4009.8289,5237.4087,6378.833
