timestamp,p10,median,p90
2015-07-02,9873.244,10583.52,11315.416
2015-07-03,10021.964,10844.656,11620.903
2015-07-04,6900.0474,7630.3906,8334.895
2015-07-05,-646.917,166.70215,990.13086
2015-07-06,7770.418,8531.215,9277.162
2015-07-07,6888.281,7558.137,8212.132
2015-07-08,7104.3794,7761.3823,8486.895
2015-07-09,7159.843,7855.3325,8527.426
2015-07-10,8086.875,8753.0205,9430.279
2015-07-11,7846.4404,8593.385,9259.159
2015-07-12,-484.08496,303.30615,1024.1577
2015-07-13,11485.014,12326.982,13244.869
2015-07-14,9861.668,10585.613,11301.889
2015-07-15,9593.081,10290.292,11026.762
2015-07-16,8919.32,9650.725,10407.308
2015-07-17,9153.786,9941.499,10759.015
2015-07-18,6887.1484,7708.473,8566.659
2015-07-19,-154.42236,675.9204,1501.5259
2015-07-20,7621.046,8480.83,9271.088
2015-07-21,6336.0264,7130.9653,7904.794
2015-07-22,6347.241,7137.88,7923.3945
2015-07-23,6191.5405,6979.3945,7669.4917
2015-07-24,7416.106,8207.194,8941.779
2015-07-25,7276.8076,8134.4697,8890.112
2015-07-26,-833.2324,-56.0166,720.1377
2015-07-27,11612.447,12634.708,13744.039
2015-07-28,9853.111,10796.336,11766.202
2015-07-29,9276.053,10264.836,11264.071
2015-07-30,8819.664,9915.604,10999.665
2015-07-31,9835.459,11080.581,12409.492
