timestamp,p10,median,p90
2015-07-02,4658.7817,5700.369,6790.6895
2015-07-03,4496.9976,5469.2793,6499.6143
2015-07-04,1856.7329,2772.7432,3675.2798
2015-07-05,-1209.6074,-352.32568,476.76782
2015-07-06,4002.5698,5079.226,6158.6074
2015-07-07,3672.554,4631.461,5629.6797
2015-07-08,3455.5798,4333.3047,5259.2188
2015-07-09,3649.4143,4455.0796,5305.3164
2015-07-10,4233.0684,5111.565,6001.8394
2015-07-11,2508.0322,3346.9683,4129.0176
2015-07-12,-187.5376,476.48828,1288.0793
2015-07-13,5346.6245,6453.297,7766.1777
2015-07-14,5080.041,6085.5586,7153.3037
2015-07-15,4042.216,4943.875,5894.0513
2015-07-16,3552.2153,4376.607,5180.4067
2015-07-17,3659.9563,4519.232,5358.598
2015-07-18,1470.3638,2282.73,3153.542
2015-07-19,-1183.8213,-402.85303,352.7373
2015-07-20,4237.981,5183.684,6208.719
2015-07-21,3967.0068,4913.7524,5951.827
2015-07-22,3706.1816,4552.3506,5544.0664
2015-07-23,3628.736,4490.0464,5466.2783
2015-07-24,4528.655,5532.497,6592.205
2015-07-25,2508.9185,3597.8032,4657.4507
2015-07-26,-290.31006,453.46558,1365.5732
2015-07-27,5418.7275,6807.3096,8432.626
2015-07-28,4827.4375,6059.935,7497.1914
2015-07-29,4206.4263,5333.111,6572.0703
2015-07-30,3819.6821,4908.0405,6104.993
2015-07-31,4147.269,5381.2925,6655.205
