timestamp,p10,median,p90
2015-07-02,4103.826,4726.0044,5382.929
2015-07-03,4229.858,4875.833,5560.325
2015-07-04,4191.3916,4842.2285,5550.49
2015-07-05,-499.3457,23.430664,599.1892
2015-07-06,3517.0117,4123.703,4746.4277
2015-07-07,2824.4363,3435.1357,4045.4421
2015-07-08,2871.5227,3458.0225,4103.276
2015-07-09,2714.973,3356.637,3984.6528
2015-07-10,3492.9094,4069.7512,4683.9927
2015-07-11,4398.869,5005.319,5668.507
2015-07-12,-71.19751,394.33374,949.31177
2015-07-13,5053.6704,5699.5034,6537.5835
2015-07-14,4328.6035,5013.583,5739.5957
2015-07-15,4186.324,4894.6396,5653.1045
2015-07-16,3471.929,4196.565,4987.6206
2015-07-17,4061.3735,4832.0176,5664.9985
2015-07-18,4142.0903,4798.5493,5474.091
2015-07-19,46.40918,536.0674,1067.248
2015-07-20,3265.368,3916.9263,4587.94
2015-07-21,2556.6958,3280.5024,3983.052
2015-07-22,2901.0647,3561.1155,4266.8975
2015-07-23,2373.383,3062.669,3707.532
2015-07-24,3471.833,4128.5303,4854.1245
2015-07-25,4205.358,4921.2783,5725.043
2015-07-26,-564.0762,-131.60059,467.8186
2015-07-27,5115.569,6084.714,7168.741
2015-07-28,4493.4863,5403.0454,6478.422
2015-07-29,4169.7075,5111.4653,6110.5063
2015-07-30,3791.6372,4781.3545,5770.4067
2015-07-31,4410.504,5459.987,6597.7266
