p10,median,p90
5925.5874,7102.622,8365.304
6231.6226,7341.626,8557.329
7854.8247,9092.57,10460.686
-1093.1226,-0.26220703,1220.2505
5281.2695,6511.156,7733.5586
4329.87,5520.746,6598.937
4097.8633,5243.393,6438.445
3990.8816,5329.094,6517.554
4366.7246,5710.972,7032.3306
8064.002,9521.951,11073.678
-371.49902,673.8135,2154.4604
7741.38,9316.1875,11275.646
6176.2075,7662.698,9418.841
5429.431,7096.2456,9061.137
4079.6096,5986.1436,8156.2617
6494.106,8561.078,10845.279
7714.5156,9656.377,12515.99
-451.08203,837.7949,2857.1401
5737.1343,7473.2617,9934.971
4882.7275,6569.418,8985.8955
4607.294,6214.5586,8532.549
4561.0957,6078.0127,8309.085
5510.5894,7067.59,9583.213
8163.4536,10210.58,14138.449
-211.71582,897.1665,3536.0288
7192.8223,9550.137,14351.609
5729.395,8013.4355,12849.664
5220.653,7738.893,13416.078
4585.135,7030.4043,12565.683
5334.5723,7998.72,14146.254
