p10,median,p90
8133.079,9085.033,10089.904
7712.9277,8792.412,9830.647
3612.0925,4589.2876,5571.7725
-903.6577,-25.409668,932.0283
6330.6987,7337.0073,8341.546
6045.3423,6969.971,7927.774
5656.2773,6551.782,7582.037
5683.837,6623.4595,7665.5654
5550.4043,6461.952,7446.7256
3987.9146,5028.299,6000.8193
-181.85791,563.2134,1488.4814
8787.065,9914.541,11148.691
8281.1875,9376.707,10564.363
7600.3906,8731.703,9845.911
7389.943,8458.653,9562.4375
7330.9585,8400.066,9577.861
3420.719,4453.01,5519.5825
-470.38037,350.22754,1237.3848
6297.284,7323.7725,8329.012
5767.559,6774.805,7845.4883
5118.8535,6041.7915,7040.11
5671.9604,6619.496,7593.9385
5336.3477,6282.902,7306.9956
3858.974,4850.148,5769.4453
-502.43262,178.31885,1006.8755
8794.398,10057.312,11387.018
8326.131,9536.948,10982.441
7528.838,8757.754,10109.232
7710.692,8976.609,10372.045
7554.3813,8985.672,10419.14
