p10,median,p90
2669.4766,4986.4897,7298.414
3395.0981,5719.8174,8093.1035
3108.946,5378.233,7684.413
-3032.4478,-968.08154,1009.0298
3356.2158,5602.107,7764.0654
3092.1184,5069.513,6945.4224
3072.4521,4924.4844,6642.808
1743.742,3420.3755,4920.809
2865.611,4657.292,6338.4995
3025.6274,4987.2524,6716.7656
-1914.9888,-161.64502,1591.9309
5190.4795,7704.7666,10345.841
4380.2007,6836.704,9315.611
3157.889,5568.0703,7975.4214
2022.9045,4277.157,6468.491
3339.281,5733.7656,8064.8394
3071.3223,5233.4253,7194.4683
-2363.315,-547.791,1122.3477
3998.6765,6133.727,8109.4385
3044.2375,5155.449,7051.135
2780.4688,4849.8228,6713.711
1982.6218,4039.459,5863.71
2483.167,4657.518,6611.8696
2878.9863,4997.4746,6993.158
-1629.4551,1.9575195,1535.6116
5167.0503,7695.4434,10458.377
4713.2217,7328.618,10055.35
3385.268,6135.4224,8898.659
2393.6433,4940.136,7334.254
3308.0105,5954.134,8405.361
