p10,median,p90
11492.422,13118.682,15368.139
10070.104,11782.296,14030.996
4201.398,5674.1113,7757.8286
-1112.0947,14.022461,1760.562
9703.871,11265.2,13274.119
9477.067,10878.555,12754.572
8944.848,10284.93,12095.787
9036.301,10384.281,12224.478
8286.073,9536.945,11323.648
4730.5425,5941.9263,7526.3843
-108.40039,831.82324,2486.3086
11842.107,13643.6875,16063.164
11014.507,12770.568,15000.248
10339.678,12071.418,14335.289
9492.538,11070.912,13196.157
9163.077,10804.896,12919.414
3564.2144,4673.573,6084.2983
-750.6426,136.11035,1352.9458
9493.558,10914.081,12667.853
9160.489,10451.126,12063.398
8199.723,9423.32,11004.866
8534.336,9839.805,11485.452
8025.7637,9303.03,10928.002
4624.2427,5821.7656,7512.454
-390.25098,452.88477,1853.6025
12070.24,14035.633,16849.941
11068.24,12996.676,15792.65
10385.923,12256.296,15011.385
10059.608,11928.918,14595.459
9445.92,11531.779,14094.128
