p10,median,p90
15882.405,17242.607,18631.26
16007.427,17567.361,19249.48
12449.521,14292.907,16190.159
14380.345,16306.611,18231.76
13256.85,15236.282,17200.26
12400.539,14413.574,16384.953
11571.477,13702.157,15658.752
12846.746,14913.156,16943.377
13438.195,15517.248,17567.352
12302.842,14450.796,16483.273
14323.91,16491.668,18705.928
13969.478,16180.234,18356.146
13060.9,15284.76,17386.814
12076.939,14367.035,16495.234
12585.036,14921.941,17113.111
13438.42,15796.2,18034.906
11011.365,14018.8545,16574.713
13058.092,15903.241,18692.734
11957.196,15129.228,18003.621
11274.735,14478.071,17281.355
10218.822,13469.802,16328.152
11508.828,14645.317,17452.822
11954.521,15176.545,18080.637
10505.259,13952.514,16915.834
12675.858,15884.403,18956.615
12344.462,15784.312,19050.396
11788.239,15489.743,18817.107
11604.253,15444.95,18900.729
12940.619,16492.201,19859.928
14140.511,17746.658,21288.883
