p10,median,p90
8193.734,9047.085,9945.666
8684.622,9610.619,10584.377
8070.963,9013.453,9990.758
-1291.1318,-382.4673,691.7783
6776.169,7708.267,8620.191
6426.663,7234.549,8002.6484
5956.822,6747.405,7609.4204
5872.2666,6683.296,7495.286
6434.007,7225.4497,8028.07
8266.368,9064.298,9946.703
-426.41113,362.7881,1149.1748
9169.669,9998.579,11075.402
8482.504,9349.409,10260.266
8082.5444,8985.27,9922.479
6527.3613,7534.9814,8599.008
8044.0615,8973.592,10010.282
7444.927,8256.367,9152.607
-984.63916,-168.2583,654.1343
6340.968,7256.918,8138.3306
5578.988,6437.3237,7296.3745
4912.031,5777.8516,6714.6914
5293.8945,6136.2017,6927.291
6046.861,6943.589,7946.2188
8021.64,8970.094,10053.133
-551.38184,128.78467,1057.8047
9769.419,10911.047,12297.674
9122.569,10224.217,11667.037
8597.151,9860.465,11389.609
8214.04,9528.99,11042.033
8821.498,10265.725,11794.393
