p10,median,p90
-694.06836,301.5381,1406.531
7082.874,8468.941,10213.557
5780.9106,7006.326,8441.975
5572.3955,6915.148,8439.03
5075.1323,6332.6006,7750.8584
5746.7817,6984.039,8517.567
3161.3262,4303.7437,5475.1733
-473.2788,490.917,1723.0244
4477.576,5732.288,7218.169
3718.0947,5038.1074,6538.8247
3180.731,4582.0317,6165.1562
-2539.0815,-1092.4253,499.63428
3529.4346,4930.0205,6380.5938
3614.0276,4785.1646,6180.97
-698.36475,283.43408,1470.2478
6890.5293,8293.595,10034.299
5680.2153,6927.207,8256.498
5342.367,6562.4346,7843.924
5406.6396,6552.793,7882.881
5730.302,6926.2573,8424.306
3118.498,4350.8633,5775.9395
-652.77295,536.75977,1872.1704
-599.7134,767.4883,2888.094
3794.4712,5625.389,7574.6777
3313.499,4847.74,6596.296
3764.551,5105.884,6661.4043
3633.8364,4839.6997,6251.573
3702.959,4968.9536,6464.587
-670.10645,374.95264,1618.0417
7771.992,9548.337,11596.865
6214.039,7631.6855,9278.389
5819.9614,7221.7876,8849.609
-295.70117,1385.7019,4035.5186
5859.8936,7417.662,9422.998
3231.6145,4396.856,5816.5903
-675.7119,271.00684,1384.3081
4608.901,5850.087,7251.8945
3613.9956,4795.702,6101.5503
3142.858,4282.0884,5449.441
3244.4639,4298.046,5406.285
3411.6636,4365.0195,5394.4043
3699.9312,4606.4854,5546.5615
-1071.5366,-254.88379,637.9053
6903.4316,8088.44,9386.93
5637.844,6683.0654,7802.769
5397.9404,6358.907,7351.669
5172.4834,6059.1934,7107.704
5303.9497,6200.8013,7206.6104
2827.202,3691.512,4536.9233
-243.48291,505.77002,1328.9395
4232.9775,5075.779,5983.127
3662.5396,4478.2925,5336.123
3040.0342,3958.6323,4891.1914
3394.0425,4280.942,5222.854
3118.3032,4019.3582,4905.095
3792.1924,4558.0967,5505.254
-756.86865,-138.875,640.0654
7115.355,8278.746,9682.287
5541.125,6474.4824,7547.9375
5560.633,6475.377,7532.8555
5173.9346,6076.2114,7045.0547
5560.782,6544.941,7601.9404
2957.4944,3815.4822,4713.3784
-227.45703,514.55176,1329.2415
4684.642,5478.888,6379.0923
4160.1255,4940.2217,5873.875
3271.568,4123.0366,4974.183
3539.1924,4378.0933,5198.6445
3215.2026,4093.0627,4967.5527
3692.0183,4470.6665,5336.985
-1088.3745,-263.81592,603.71045
6667.3667,7668.509,8984.555
5155.5796,6034.606,7058.092
5234.0757,6130.0645,7111.093
4735.4614,5563.529,6538.235
5274.5376,6168.08,7193.346
2874.7686,3676.3354,4520.1016
-227.4126,527.8994,1369.625
4730.7827,5659.211,6634.076
3963.6877,4895.592,5756.9604
3340.5396,4138.771,4954.5596
3133.0066,3968.152,4710.202
3086.0913,3862.5308,4624.7744
3318.3682,4131.006,4926.8896
-1200.7549,-452.19385,444.6328
6968.8604,8103.1274,9511.232
5940.2686,6923.995,8178.2896
5748.4946,6813.4766,8175.128
5483.114,6565.2534,7974.8535
5525.6304,6679.0894,8082.424
