p10,median,p90
-811.00977,397.7461,1779.1448
8352.649,9976.369,12101.315
6863.1577,8237.93,9890.213
6654.35,8142.069,9947.303
6292.351,7628.011,9361.024
7141.387,8545.362,10438.578
4592.54,5764.836,7177.923
-660.9741,449.17432,1983.1023
5059.6997,6480.384,8280.415
4353.3066,5891.0576,7798.852
3464.6963,5184.8345,7203.082
-3829.2412,-2016.4756,136.9043
4809.109,6513.066,8351.94
5060.74,6473.457,8195.844
-862.36035,275.61377,1793.085
8012.104,9710.831,11898.141
6684.22,8272.415,10165.398
6256.7876,7742.392,9559.968
6831.995,8177.1416,9985.021
7253.548,8664.413,10738.052
4499.765,5864.0146,7761.9707
-760.9946,637.1821,2507.652
-2390.4712,-517.0513,2007.4026
3806.37,6271.04,9562.338
3584.8232,5453.8267,7920.386
4718.2373,6258.631,8377.845
4747.2944,6100.824,7990.214
5511.429,6944.9927,8902.809
-1056.3838,286.92334,2082.203
8851.07,11034.838,13887.863
7206.92,9024.758,11318.066
6897.2896,8467.954,10670.543
-1170.9766,1118.2588,5347.26
7086.825,8954.393,11705.148
4839.8745,6161.9053,7928.163
-642.1206,498.48584,1891.2214
5407.7803,6720.1836,8336.037
3998.1987,5333.404,6812.8267
3446.1797,4648.538,6006.1533
4195.671,5292.6436,6585.11
4468.1685,5466.5903,6616.136
5143.4985,6153.506,7196.043
-1218.1201,-230.93262,812.3589
8064.296,9227.219,10752.45
6888.66,8049.5674,9291.958
6391.884,7400.869,8480.04
6527.4277,7485.158,8645.209
6759.9907,7762.503,8921.815
3907.471,4812.6914,5743.5337
-53.669434,758.61816,1665.3547
4522.0337,5408.3213,6338.8154
3933.8726,4852.548,5765.2285
3036.9268,4077.9165,5083.339
4273.8,5170.5347,6180.8955
3920.5137,4908.1753,5892.5293
5125.5273,5980.304,7012.7246
-843.0078,-172.07959,714.80664
8583.91,9817.855,11375.426
6636.191,7643.7373,8836.571
6723.501,7696.239,8856.862
6525.61,7528.6035,8618.3
7094.221,8148.623,9316.059
4143.1147,5062.0586,6083.6436
-182.28906,645.3501,1562.5449
5141.869,5986.9565,6955.829
4605.261,5463.9136,6480.0264
3699.4065,4635.044,5562.8516
4324.2646,5210.2524,6091.192
4153.3267,5053.2393,6024.8594
5118.2505,5983.7266,6929.376
-1272.7949,-325.18262,672.84863
7890.1875,8921.141,10310.823
6223.3105,7162.0728,8271.525
6310.8,7243.833,8329.355
6010.8486,6928.005,8011.311
6638.758,7644.255,8810.812
4063.1792,4892.2363,5763.69
-193.03418,670.7383,1603.3672
5367.829,6377.218,7400.733
4513.975,5569.835,6495.8726
3450.5967,4440.1475,5441.605
3664.306,4600.8584,5497.5474
3828.6243,4745.093,5667.8037
4429.6055,5432.7104,6519.044
-1060.4429,-186.99023,928.9531
8364.89,9735.816,11465.906
7211.408,8542.689,10306.091
6964.282,8453.852,10407.525
6731.635,8190.45,10061.093
7259.2,8795.279,10775.053
