p10,median,p90
4133.276,5940.21,7775.6055
4212.92,5983.309,7809.167
936.6675,2387.2927,3912.9324
-2199.0898,-675.6821,799.0779
4805.9243,6813.236,8773.458
4090.2595,5949.146,7804.0713
3831.7405,5669.629,7442.2515
3576.082,5382.9185,7248.6084
4086.5674,5900.0044,7661.4824
1429.2229,3022.7324,4471.634
-880.52,410.74023,1792.7952
6276.2607,8293.088,10550.305
5465.3906,7465.8657,9564.086
4151.7817,6042.0376,7998.2754
3571.6812,5423.09,7263.0825
3605.7568,5510.7183,7322.059
472.29346,2034.2571,3458.105
-2144.7417,-621.1323,793.9175
4783.2456,6803.4805,8694.337
3919.818,5806.1113,7611.876
3622.5698,5433.868,7281.6216
3771.797,5633.536,7410.031
3954.3142,5879.5024,7660.43
1353.8279,2938.3079,4584.94
-1087.9355,269.3916,1574.7048
5912.1016,8122.3135,10455.462
5058.478,7283.2393,9624.603
3991.4946,6136.3135,8293.83
3530.4526,5467.53,7432.25
3823.956,5770.1787,7765.8193
