p10,median,p90
15213.555,16969.34,18965.922
14752.616,16653.664,18718.717
9524.49,11051.403,12732.615
-939.626,439.167,2054.2617
12217.084,13860.368,15599.463
11382.926,12853.747,14200.703
9895.014,11337.386,12888.382
10067.893,11559.395,13152.152
9993.376,11355.056,12966.516
9330.4795,10918.827,12735.731
-531.92676,698.8213,2778.4062
17302.98,19860.746,23519.762
15936.131,18565.791,22108.96
14099.498,16779.432,20702.027
11335.504,14401.868,18465.924
15997.872,19724.56,24847.395
10586.521,13632.289,17240.12
793.6553,2847.5508,5563.9146
14218.383,17185.926,21108.848
13120.161,15947.884,19731.504
11566.191,14124.808,17676.902
11548.441,14081.515,17561.645
12406.607,15173.128,18951.096
11845.746,14862.506,19323.21
1521.5156,3491.537,7750.062
19000.615,24204.207,34375.727
17675.549,22639.09,32053.305
15021.535,20393.672,29450.682
14314.715,20252.309,29856.098
15372.656,20947.928,31156.389
