p10,median,p90
3070.2578,6684.373,9598.205
5327.6123,8115.886,10584.225
5805.267,8449.697,10699.944
-3178.4238,-1077.772,1109.2451
5401.5854,7733.9336,9622.943
5425.1753,7484.0835,9170.026
5408.1963,7302.371,8868.187
3680.604,5701.9116,7234.98
4938.058,6969.8896,8506.865
5889.277,7802.7,9392.879
-2372.622,-582.39453,1231.0908
5675.085,8003.328,9946.449
5747.2075,8254.267,10200.317
4774.6465,7439.3677,9525.444
3085.4873,5824.8228,8088.6885
4923.8027,7630.59,9681.153
5922.6387,8181.4604,10060.924
-2513.4248,-497.13965,1403.5908
5457.9277,7705.1504,9449.056
4780.5386,7019.418,8763.1
4463.1226,6615.3076,8362.129
2623.9001,5013.955,6907.466
2403.5525,4921.3945,6971.543
5158.2285,7614.732,9554.584
-1927.5186,15.566406,1879.5308
6375.4136,9162.897,11621.994
6751.046,9593.975,12209.105
6041.505,9663.932,12412.2295
3362.6475,7353.7734,10716.421
5622.642,9307.034,12125.956
