p10,median,p90
-408.2661,275.8684,1057.27
5259.9976,6124.4126,7098.784
4598.8364,5396.3154,6249.36
4507.496,5334.134,6209.3125
4187.023,4940.898,5780.5107
4657.4126,5458.19,6383.606
2638.1086,3411.3145,4209.3457
-507.22803,170.76611,1046.5027
4128.595,4950.3535,5956.4316
3602.8115,4486.8965,5495.9873
3517.3154,4477.796,5523.9785
-1352.5596,-414.51758,661.19165
3752.528,4759.987,5727.368
2579.2446,3465.9211,4442.4688
-566.0864,127.947266,987.9585
4884.591,5791.364,6750.1455
4158.236,5018.722,5886.4434
4204.932,5058.483,5916.6953
4317.4517,5130.041,6018.577
4583.1753,5429.9487,6408.419
2325.4812,3259.7104,4202.815
-657.26514,173.70142,1092.1599
-450.1499,506.1726,1776.2712
4186.1196,5345.116,6664.7314
3530.8965,4569.3384,5708.136
3774.9666,4689.4937,5762.383
3896.849,4781.02,5739.7764
2709.5432,3674.0288,4688.6216
-689.5049,95.24512,1017.4741
5337.9604,6380.6265,7413.3447
4540.0234,5513.4155,6473.4473
4422.2207,5319.774,6293.8506
-509.52686,716.86914,2903.3474
4467.6055,5569.945,6867.254
2755.0903,3628.0012,4658.1807
-606.51465,68.66455,909.5476
4213.296,5020.026,5941.376
3542.9424,4322.962,5202.74
3472.3315,4196.8916,5074.493
3464.107,4152.275,5048.7217
3734.095,4432.6655,5230.966
2487.3374,3153.5571,3852.4382
-739.4165,-138.36548,553.19653
4904.6914,5650.568,6540.4844
4308.658,5087.462,5876.1655
4089.505,4813.3667,5558.913
4081.8013,4747.339,5518.6265
4232.851,4912.0166,5671.497
2454.6147,3168.7063,3918.662
-360.70703,237.89038,935.27954
3995.34,4684.4976,5466.9116
3597.9814,4275.1274,5026.1533
3441.5564,4112.4033,4852.4946
3450.6467,4106.5293,4855.0557
3657.8296,4312.8936,5061.737
2652.3403,3393.648,4198.9834
-387.708,108.17993,748.6677
5202.3486,6074.083,7004.2876
4480.819,5244.8706,6097.0586
4435.0586,5178.4756,6042.1465
4193.086,4924.126,5732.3203
4521.1655,5329.092,6175.453
2447.751,3226.1833,4011.002
-369.04688,234.22803,960.8367
4081.7224,4806.8286,5605.0264
3746.7644,4457.0386,5271.0786
3462.27,4158.7026,4965.615
3353.4531,4068.3103,4846.6577
3537.3027,4211.0786,4985.329
2520.7373,3277.3394,4023.3733
-806.59033,-137.68408,634.52124
4622.091,5431.737,6482.495
4090.6306,4825.5864,5705.078
4093.7688,4814.399,5668.2056
3893.547,4613.0767,5450.8916
4249.0176,5019.537,5939.385
2251.9797,2973.224,3747.629
-554.2866,105.33618,934.0718
4068.282,4914.501,5808.3267
3432.613,4276.4126,5115.5693
3218.121,3990.9482,4817.7627
3039.2761,3789.667,4607.9805
3390.663,4114.914,4916.7515
2351.9573,3122.91,3948.5513
-811.0088,-143.04907,676.604
5120.423,6047.693,7119.5254
4688.479,5548.1865,6616.3564
4570.0527,5475.773,6602.377
4384.4756,5307.631,6410.167
4708.0894,5699.4487,6847.8594
