p10,median,p90
5184.138,5893.8975,6631.5884
4777.9863,5511.484,6271.0854
1539.2358,2154.2046,2811.2725
-849.7412,-270.97363,337.3579
3750.0203,4412.7773,5094.6797
3532.768,4098.7017,4644.93
3096.9482,3683.3665,4288.3916
3156.9036,3768.23,4363.5947
3007.4998,3619.1099,4240.3335
2035.3823,2644.1812,3274.815
-218.85913,280.0796,889.41675
6300.5244,7296.1426,8394.535
5527.445,6431.397,7407.066
4641.1455,5495.389,6469.0107
4372.744,5223.499,6180.1064
4206.3584,5175.6157,6144.332
1238.4868,1809.6501,2443.8389
-456.50488,106.08789,674.7063
3515.549,4195.8022,4843.8726
3268.456,3864.5627,4426.5103
2686.9941,3258.6257,3812.9119
3031.4004,3598.184,4129.025
2825.9517,3482.5188,4095.0579
1999.3201,2580.9844,3219.9607
-394.79443,76.1792,641.92554
6509.4307,7615.6416,8810.831
5911.833,7020.9297,8281.477
4958.6543,6058.002,7266.88
4976.744,6123.4976,7413.718
4734.9253,6077.3975,7405.879
