p10,median,p90
7138.4395,8308.394,9673.996
7519.7437,8672.452,10150.0625
7123.828,8250.451,9566.201
-1225.7993,-333.56787,827.65625
6086.974,7098.1885,8138.138
6139.0693,7029.89,7970.6597
5257.502,6079.523,6971.6377
5426.445,6259.87,7152.3193
6303.156,7159.2324,8073.8574
7041.2607,8010.6987,9112.85
-416.6123,413.35352,1434.4209
7796.078,8828.965,10245.058
7695.3945,8754.059,10054.318
6353.8794,7400.434,8603.418
6119.403,7149.003,8419.957
6818.6304,7874.218,9154.327
6472.914,7386.5312,8415.089
-1512.564,-570.23584,406.30762
5495.8354,6439.891,7394.32
5791.8774,6684.3022,7694.6055
4751.4585,5640.602,6502.975
5127.1426,6023.529,6832.153
5580.5757,6510.2134,7540.9126
6961.0684,8012.377,9243.588
-635.4341,131.78516,1201.9727
8160.751,9523.901,11179.315
8365.314,9667.119,11395.51
7394.079,8708.283,10380.62
7044.0283,8423.917,10069.202
6996.5444,8566.677,10331.329
