p10,median,p90
5274.0737,7591.871,9659.193
5195.8813,7503.6035,9616.06
5874.634,8110.7974,10155.429
-3230.0186,-1277.7231,781.63525
4759.374,6997.5234,8911.855
3781.8345,5986.6206,7736.8496
3400.6978,5317.141,6974.407
2954.5562,4812.324,6279.5796
3277.1477,5196.9717,6759.4346
5546.5166,7536.451,9153.397
-1510.5703,125.84082,1998.9253
6678.517,8870.244,10901.17
5987.0146,8486.083,10566.203
4032.897,6781.794,9092.456
3075.0015,5706.107,7993.3926
4783.6504,7395.3184,9453.577
5707.112,7646.761,9267.871
-2224.4033,-542.3452,1054.4204
5417.735,7549.2617,9278.168
3690.1785,5939.801,7761.6143
3303.7563,5397.4707,7125.0747
2727.9177,4972.331,6845.864
2439.5376,4816.493,6949.4185
5113.9243,7467.7295,9573.663
-1191.5244,420.1421,2181.2827
6536.8574,9162.489,11829.359
6661.5225,9287.732,12246.318
5511.2197,8826.682,11859.77
4310.989,7804.1406,11082.379
4879.5107,8415.945,11459.516
