p10,median,p90
6654.452,7570.546,8604.537
7250.1377,8214.706,9366.339
5876.345,6785.8228,7863.924
-878.2949,-180.58301,709.478
5973.7437,6855.3154,7833.117
5489.046,6285.04,7111.016
5413.487,6201.118,7060.415
4513.5557,5341.35,6130.0933
5524.531,6346.1797,7207.2954
5274.95,6148.888,6986.636
-532.29004,89.333496,858.2759
7258.673,8167.0825,9333.334
6888.8975,7858.1787,8922.754
6759.771,7786.9097,8874.332
4881.0205,5995.596,7213.332
6476.9355,7544.287,8811.41
4673.5923,5491.072,6361.7407
-1202.5303,-526.9082,167.83105
5288.299,6161.134,7079.7
5012.3755,5875.552,6891.621
4343.908,5184.9087,6247.1035
3693.2593,4705.465,5683.594
5003.072,6033.101,7252.5503
4876.055,5970.959,7293.447
-668.7158,-19.970703,1002.61523
7318.9683,8707.676,10443.259
7400.3965,8753.181,10627.529
7164.6577,8650.816,10600.136
6245.855,7847.527,9949.693
7226.933,8890.155,11025.391
