p10,median,p90
6702.646,7648.424,8673.51
6484.226,7494.862,8581.327
1075.4856,1784.1902,2635.8523
-899.2617,-180.52832,623.6719
4396.8145,5301.015,6269.9546
4437.9487,5190.216,6006.5796
3679.6895,4438.845,5265.1025
3705.3833,4485.634,5248.684
3860.0552,4598.0825,5409.7397
2023.1294,2755.45,3602.8486
-92.69141,529.43066,1389.3992
8282.758,9640.802,11334.561
7611.6465,8938.618,10501.1875
6022.76,7226.8887,8901.38
5520.549,6755.792,8300.225
5660.6035,7031.1426,8631.443
1246.8965,1897.4524,2666.9333
-242.37744,383.8911,1094.3203
4282.478,5163.564,6059.26
4065.1885,4905.9165,5810.4214
2896.8672,3677.6177,4583.741
3361.603,4140.82,4906.5312
3397.6401,4261.716,5142.6665
1745.8323,2455.0535,3424.0623
-588.17236,-1.6088867,804.1846
8428.618,9926.689,11846.959
7830.5293,9389.42,11449.154
6358.915,7900.953,10002.723
6224.51,7861.912,9978.963
6314.3975,8116.126,10267.422
