p10,median,p90
4852.2764,5497.0977,6242.456
4817.6855,5545.74,6363.848
2504.084,3113.2954,3809.5642
-500.71533,-1.5693359,690.105
4130.2954,4774.588,5511.999
3939.05,4513.699,5203.8477
3974.934,4519.0635,5225.873
3660.1006,4218.373,4956.021
3590.9236,4084.6467,4743.8906
2935.9297,3483.059,4186.9546
-157.1582,228.92456,1035.477
5341.1924,6128.703,7409.2134
4896.4795,5684.0635,6940.205
4771.2866,5647.4946,6972.6846
4020.457,4997.846,6378.0312
5446.7554,6594.49,8370.895
3056.663,4022.371,5304.204
274.6577,900.79736,1938.8213
4795.027,5716.1577,7147.7227
4443.253,5349.467,6720.705
4336.1855,5186.468,6610.7275
4147.243,4995.527,6303.9453
4272.453,5113.793,6476.532
3324.7166,4253.8027,5832.6836
111.42505,693.7468,2047.0042
5734.991,7148.093,10099.144
5351.9697,6705.774,9457.171
4958.265,6435.2144,9342.574
4761.058,6387.208,9592.289
4916.926,6533.9023,10228.684
