p10,median,p90
9157.1875,11107.402,13413.758
9113.049,11095.381,13743.648
8726.066,10715.271,13336.174
3169.8186,4556.616,6508.866
9768.189,11731.85,14178.893
8338.42,9963.606,12018.877
8210.076,9721.764,11679.215
7129.526,8569.204,10540.915
6953.7227,8439.007,10351.659
7408.982,8950.392,10997.439
2818.5508,4385.007,6043.766
9450.826,11315.611,13767.203
8576.193,10329.278,12638.296
8346.821,10041.004,12227.924
6699.887,8404.092,10500.549
6753.104,8569.446,10741.656
6146.5845,7829.423,9892.486
2198.3062,3770.1365,5721.987
7773.1836,9622.084,12032.197
6582.1733,8322.087,10586.623
6568.4185,8160.316,10380.349
5888.5625,7508.74,9600.456
5709.372,7484.3237,9677.576
5859.6123,7724.0405,10038.798
2304.1997,4078.2344,6135.732
8572.038,10955.193,14139.215
7824.4185,10078.291,13107.32
7716.8267,10085.623,13175.963
6847.7637,9219.377,12456.834
6843.867,9331.334,12631.713
