p10,median,p90
-642.92773,267.4375,1212.4639
6363.759,7407.2686,8577.664
5459.503,6399.45,7392.842
5471.7393,6364.368,7373.51
5219.592,6109.813,7015.791
5422.546,6329.8496,7353.415
1891.2073,2682.46,3611.5771
-694.9131,140.33691,1138.7849
3929.1392,4900.9243,5912.316
3492.0422,4498.982,5575.32
2938.9202,4027.1484,5214.1836
-897.6885,150.99146,1275.0164
3553.026,4644.312,5700.8003
1751.4551,2796.977,3853.2766
-785.41406,101.848145,1073.9595
5805.453,6916.7593,8000.5654
5085.7993,6005.602,6964.1646
5015.5957,5923.8867,6832.983
5224.451,6140.201,7063.1953
5478.357,6404.0127,7482.806
1608.9565,2626.5745,3652.301
-979.5381,52.178467,1069.2505
-369.3496,721.53076,2142.0823
3145.61,4564.8955,5927.723
3091.4026,4371.241,5689.1934
3571.8499,4807.636,6098.5615
3686.7646,4927.417,6151.0947
2192.383,3478.2463,4818.7847
-888.3384,117.126465,1207.1477
6678.9014,7975.7373,9208.695
5626.6255,6720.5283,7819.4473
5484.8223,6538.0986,7616.5938
1097.2104,2671.8784,4557.218
5272.5723,6355.661,7595.3525
1752.2896,2620.604,3557.8516
-879.0298,-71.01807,796.02466
3893.796,4724.574,5615.7812
3185.5166,3980.5234,4834.182
3014.2412,3850.283,4751.5137
3078.1924,3910.4475,4824.1484
3337.8254,4121.547,5006.812
1864.2532,2622.6475,3435.6685
-884.54834,-161.48438,644.35645
6365.238,7351.7964,8311.459
5202.181,6120.1777,7060.3667
5087.309,5971.9233,6836.0664
5010.705,5878.298,6725.702
5080.284,5912.201,6813.967
1531.1326,2264.7188,3050.1914
-524.6382,224.02148,987.2412
3651.397,4390.422,5119.908
3226.4668,3884.829,4543.47
2833.8455,3515.1147,4267.671
3145.6665,3833.3716,4607.7285
3264.62,4033.5376,4876.9053
2261.001,3048.6133,3966.1653
-319.9248,343.05493,1110.2383
6991.8916,8041.705,9163.57
5706.248,6610.3975,7597.7373
5535.0566,6481.3604,7471.4355
5296.5703,6193.0986,7112.883
5489.0845,6467.799,7384.657
1414.7046,2193.8804,3093.6145
-488.99463,239.9436,1030.928
4096.9297,4834.631,5627.9014
3529.5662,4242.0723,5066.1245
2854.7148,3581.9126,4308.913
2976.6685,3681.7832,4376.584
2942.6404,3624.077,4379.612
1839.3811,2598.3796,3359.4094
-846.58545,-77.583496,717.3762
5763.3413,6659.721,7630.967
5004.637,5836.193,6698.496
4685.515,5526.7446,6376.251
4480.8345,5290.3765,6143.422
4928.2363,5815.9453,6744.1973
1252.6094,1993.1238,2858.156
-579.7593,163.9292,945.6455
3715.6863,4536.785,5357.448
3009.6912,3898.6633,4687.702
2613.416,3428.6223,4225.737
2669.171,3504.0498,4242.376
2800.5718,3596.637,4359.522
1681.4839,2497.436,3375.7166
-894.60254,-54.912598,853.6658
6293.9453,7320.617,8423.252
5793.253,6834.2505,7952.065
5647.917,6775.704,8016.8594
5261.655,6442.212,7684.8896
5634.4854,6870.5117,8079.0137
