p10,median,p90
2640.53,3222.2197,3852.8823
2933.8167,3508.0618,4210.991
2857.3132,3424.9082,4099.6016
-554.7998,-96.975586,482.51367
2285.598,2887.6724,3534.231
2132.2583,2701.738,3322.133
1798.2231,2366.281,2977.6458
1854.4723,2436.679,3060.5322
2368.6082,2918.6465,3489.579
2845.8074,3402.7017,4030.0198
-346.78052,68.042725,611.07104
2919.1943,3490.5938,4180.678
2704.5115,3280.1504,3928.2988
2376.2883,2974.8428,3635.2476
2312.0447,2903.5093,3568.1362
2804.3315,3393.4067,4069.5552
2644.332,3203.932,3803.48
-436.1123,22.052246,536.60156
2257.67,2830.5044,3419.1355
2094.9727,2682.3513,3296.5623
1573.4865,2147.3843,2753.9602
1810.9109,2397.393,2979.5679
2259.6863,2831.5586,3416.0742
2728.2834,3283.3245,3949.2505
-421.66455,-34.494873,456.2649
2905.2153,3535.6475,4271.5283
2755.9648,3391.0125,4139.2505
2336.652,3038.8516,3775.9565
2508.1516,3200.5112,3913.6543
2789.1738,3500.5715,4243.624
