p10,median,p90
3843.153,5047.173,6274.4766
4205.0474,5425.9404,6685.6123
2606.1548,3810.565,4977.1016
-1481.3862,-451.41602,621.5093
3945.4497,5181.6475,6392.4644
3528.7378,4694.424,5857.385
3271.893,4421.752,5561.662
2937.0552,4131.2485,5269.6963
3534.4897,4693.8506,5822.105
3133.6638,4300.385,5383.842
-739.7705,130.32666,1163.6543
5120.008,6372.7646,7851.3833
4598.802,5760.293,7134.157
3891.3877,5064.3296,6315.905
3523.1782,4711.021,5941.7466
4058.6252,5317.687,6634.9805
2407.9038,3580.9094,4688.3745
-1232.0259,-183.29199,843.78906
3788.4092,4985.7686,6230.207
3422.4482,4696.423,5930.2817
2787.1846,4034.0544,5239.2793
2951.8027,4187.0693,5379.4014
3303.104,4550.789,5736.755
3125.2605,4357.52,5602.869
-842.6328,99.9043,1095.9663
5338.0024,6958.1323,8699.182
4935.269,6463.9854,8157.5664
4044.0305,5568.328,7209.246
3902.6602,5414.9766,6921.249
4239.6035,5817.9077,7354.988
