p10,median,p90
7814.0244,9061.93,11509.065
8109.3145,9483.498,12151.602
7766.7373,9088.754,11424.807
-1052.3809,-241.94824,1701.376
6685.166,7764.9883,9744.307
6024.7925,6962.7046,8661.325
5613.5234,6536.262,8248.159
5648.144,6601.044,8364.008
6358.066,7157.911,8878.307
8143.72,9329.614,11681.34
-405.34863,366.96045,2723.5566
8960.736,10475.338,14517.134
7946.857,9263.954,12767.789
7469.594,8819.124,12584.393
6518.477,8117.034,11949.633
8952.748,10833.137,16370.742
8418.631,10255.445,14695.639
611.8955,1490.9316,4227.0264
7796.8477,9493.336,13642.516
7148.2974,8749.95,12775.429
6419.913,7875.889,11841.375
6813.0005,8274.924,12299.02
7654.897,9192.186,13951.629
8605.636,10521.874,17490.305
585.37354,1345.9595,5377.9595
9357.975,12168.534,21834.48
8521.17,11231.972,20677.861
7444.53,10475.147,20863.635
7485.688,10731.075,21504.672
7987.6133,11180.912,22746.574
