p10,median,p90
7065.8257,8289.705,9659.45
7528.1797,8861.604,10434.286
5586.212,6738.4775,8054.0845
-1418.1973,-391.31104,847.792
6802.0674,7955.5166,9351.682
5964.149,6989.145,8210.089
5490.335,6487.0923,7706.2617
5204.6396,6211.682,7361.3096
5831.56,6846.905,8010.813
6064.075,7152.3364,8357.201
-585.3711,285.3662,1436.2383
8852.34,10335.813,12182.35
7810.3403,9127.621,10774.082
7059.8843,8305.531,9777.421
6399.437,7608.5996,9089.255
7014.89,8288.229,9868.847
5285.55,6450.5923,7699.988
-921.00635,98.43506,1221.3271
6787.191,7963.4805,9370.108
5833.12,6939.468,8260.479
5348.6494,6388.2944,7561.393
5422.695,6488.951,7642.6255
5690.32,6801.904,8067.158
5875.247,7008.2383,8363.812
-771.6123,48.967285,1162.355
9219.174,10993.646,13353.263
7675.8774,9289.033,11367.4375
6902.9785,8438.302,10319.232
6809.6865,8382.997,10203.391
7129.733,8829.553,10792.941
