p10,median,p90
5615.0293,7107.6924,8709.811
5285.9644,6805.1465,8444.402
3192.647,4613.4937,6079.4756
-1602.4072,-402.35547,901.437
5122.179,6741.4863,8444.15
3885.1846,5286.0737,6793.869
3653.2917,4986.6216,6366.551
3464.7454,4817.361,6095.052
3664.3076,4965.1987,6257.503
2549.335,3755.0024,4947.022
-716.2622,283.2544,1495.6033
6868.427,8669.865,10797.083
6263.872,8103.1206,10116.283
4836.841,6575.5713,8541.33
4561.8076,6192.656,7920.422
4055.9539,5790.4688,7448.1123
2039.322,3367.8267,4796.0254
-2008.9482,-708.2837,548.8701
4680.7554,6328.8945,8045.626
3448.4878,4961.265,6581.743
2903.7637,4375.966,5815.555
3525.2764,4964.5596,6424.3774
3229.6265,4763.558,6236.452
2366.9553,3765.6692,5208.756
-1109.0737,31.34961,1250.5505
6688.8833,8854.536,11208.8955
5912.4136,7922.4087,10237.193
5332.1543,7304.3096,9594.984
5163.158,7138.618,9274.34
4876.921,6910.8105,9164.989
