p10,median,p90
8318.4,9464.453,10711.303
8007.9766,9255.087,10551.56
5265.367,6501.6235,7756.06
-2113.588,-930.95654,368.1255
7854.9053,9113.334,10523.594
6434.721,7443.2344,8589.995
6166.9424,7215.3564,8425.01
6535.0483,7569.7104,8748.107
7215.1826,8318.23,9543.522
5647.802,6770.768,8016.2007
272.19385,1234.8745,2496.854
10165.729,11604.211,13363.025
8941.81,10332.689,11853.288
7208.2646,8517.287,10001.461
7307.4146,8576.231,10130.341
7465.0815,8834.176,10333.376
3756.5984,5137.448,6541.188
-2265.8467,-978.85547,380.89307
7046.867,8426.648,9972.45
5772.493,7155.291,8762.833
4701.4062,5944.435,7356.5317
6026.884,7231.5894,8570.35
6823.2188,8120.3887,9634.642
4836.3975,6338.944,7867.705
-503.76758,550.21875,1954.3062
9610.904,11550.699,13796.702
8217.026,9901.222,12004.684
7049.988,8709.372,10775.978
7500.8237,9239.493,11452.102
7400.1157,9413.286,11809.874
