p10,median,p90
-536.14307,484.04395,2107.064
8281.756,9793.269,12274.48
7119.7124,8416.379,10326.932
7045.7964,8311.5625,10244.668
6229.156,7377.973,9212.344
6674.744,7884.0957,9840.174
6742.7954,7930.2104,9839.092
-1051.3174,-25.704102,1818.9204
5548.1133,6860.7974,9022.563
5049.425,6379.0527,8683.784
5060.5747,6456.342,8908.166
-2760.0303,-1530.5029,1104.8945
5942.186,7618.126,10420.374
6858.436,8525.062,11448.705
-1065.4731,9.998047,2504.1162
7382.8594,8878.429,11943.076
6830.3174,8309.846,10967.173
6431.46,7852.408,10474.883
6632.6147,7952.954,10670.568
7119.2373,8513.46,11650.953
6673.853,8441.987,12203.963
-1126.1406,158.3252,3206.325
-2373.373,-671.7754,2788.9602
5773.2188,7969.9424,12682.073
4805.14,6660.9424,10361.228
5889.749,7436.2915,10700.169
5686.593,7024.8286,10008.952
8224.013,10212.264,14110.266
-704.6294,527.6909,3219.7356
8428.65,10749.9375,14826.73
7921.128,9903.201,13783.605
7326.4663,9219.466,12842.293
6534.4004,8003.6284,10651.762
6266.958,7601.5835,10007.967
6681.0566,7890.615,10098.402
-591.14404,326.42822,2058.7695
5508.3545,6624.135,8462.951
4693.7153,5790.6997,7519.66
4359.032,5389.8745,6967.5537
4524.3125,5525.833,6967.5396
4833.1846,5706.1113,7022.672
6922.281,8068.3896,9673.555
-749.6079,117.38574,1485.0884
7451.655,8599.068,10456.319
6816.279,7812.321,9359.634
6533.713,7583.0923,9038.047
6340.2173,7285.7676,8708.455
6517.09,7497.101,8962.162
6060.728,7015.256,8174.3613
-489.4546,364.0171,1401.8848
4705.09,5724.4004,6805.4155
4371.2246,5404.201,6498.924
3643.0928,4774.497,5965.8784
4577.25,5630.5283,6852.6416
4546.168,5670.909,6917.525
7119.1177,8291.754,9753.439
-484.5376,197.73682,1269.1079
8377.566,9753.114,11533.094
7171.6167,8361.744,9851.51
7291.4756,8426.445,9931.117
6838.49,7975.93,9398.795
7121.82,8348.893,9870.674
6762.615,7937.726,9359.6875
-544.228,378.71045,1579.6704
5535.867,6517.7007,7653.9155
5292.1445,6304.099,7501.6123
4597.2925,5570.016,6660.7734
4629.136,5616.9004,6650.0737
4658.979,5587.449,6678.8486
6538.1987,7537.9243,8652.422
-902.9121,56.61133,1107.3682
6839.956,7891.3975,9185.252
5954.062,6956.679,8106.4463
6056.4307,6956.7266,8072.8223
5630.13,6553.9395,7588.267
6080.63,7001.7314,8131.288
5982.6284,6976.727,8102.9395
-583.0332,317.25244,1447.4575
5281.96,6343.2144,7533.4756
4920.8604,6070.133,7209.8345
3538.689,4667.3926,5723.6055
3874.6045,4960.7817,5936.42
4111.7812,5201.4404,6228.1533
6993.424,8255.262,9540.14
-920.6172,-134.08643,899.80225
7993.6216,9381.248,11197.629
7694.6636,9147.992,10910.229
7515.112,9102.576,11156.706
7081.7925,8723.2295,10927.203
7588.0435,9325.105,11625.273
