p10,median,p90
7111.219,8073.467,9212.774
7173.547,8248.002,9553.816
4809.277,5781.67,6933.791
-1236.7944,-293.08887,809.1172
4896.45,5868.87,6876.8105
4236.1006,5026.621,5854.999
3721.1882,4534.788,5441.771
4630.714,5432.636,6330.3477
5422.93,6244.0444,7139.714
5085.9854,5977.5034,6890.426
-95.39795,672.4741,1681.3462
7519.647,8515.271,9778.443
6473.75,7541.5405,8729.069
5602.5737,6707.909,7999.4775
5125.235,6266.249,7570.534
6284.344,7376.825,8685.727
3570.227,4519.3604,5582.0566
-1085.2017,-203.88525,793.92725
4410.2666,5350.8247,6440.837
3973.957,4905.035,5977.481
2993.9392,3912.7622,4973.316
4269.958,5133.4155,6075.925
5083.656,5996.382,7094.076
4956.8096,5914.1357,7090.7485
-583.19727,164.16699,1249.3999
7530.86,8911.169,10583.117
6565.9854,7923.666,9710.103
6179.468,7556.9736,9401.427
6224.705,7663.059,9578.756
6896.004,8449.787,10351.745
