p10,median,p90
7953.559,9659.389,11920.217
8407.713,10193.039,12666.248
5957.4077,7630.097,9747.689
-1786.8164,-499.91357,1290.3579
7634.8125,9327.968,11379.139
7399.5454,8758.509,10599.482
6734.8257,8015.7437,9767.482
6358.3203,7667.5806,9362.43
6862.3003,8257.755,9988.751
6568.1685,8031.765,9820.109
-696.09766,426.50146,2241.921
10174.458,12065.458,14948.861
9472.096,11361.875,14057.705
7629.083,9233.1045,11669.6
7109.127,8758.936,11068.449
7634.4985,9408.68,11866.637
5548.5312,6956.635,8565.144
-1484.4521,-190.75293,1355.2266
7216.996,8821.482,10875.564
6751.9087,8583.2705,10775.833
5390.005,7048.007,9136.398
5760.0796,7369.663,9349.879
6134.634,7824.919,10014.512
6339.92,8087.4385,10451.66
-982.6494,211.67822,2111.671
9757.992,12528.262,16389.031
9433.31,12190.381,16365.535
6967.176,9710.729,14039.703
7190.216,9874.993,14029.484
7600.6675,10475.713,14459.604
