p10,median,p90
5799.7705,8394.738,10935.148
5500.499,8283.41,11051.592
3056.3372,6431.804,9568.791
-1744.1348,-315.53613,2062.5176
4008.754,7622.5244,10168.139
4696.3706,7565.531,9946.7295
4588.498,7452.9004,9538.862
4377.3,7092.28,9060.232
4551.758,6960.102,8832.916
3094.034,5742.117,7775.6714
-873.876,251.1377,2025.7329
4656.091,7416.239,9382.998
5022.994,7438.2065,9400.596
5028.374,7322.566,9248.785
4403.4097,6712.8125,8546.957
4234.158,6622.3853,8445.041
3417.6401,5303.495,7170.3154
-959.771,-27.572266,1267.7515
5585.8896,7492.9653,9243.667
5667.659,7420.634,9112.499
5852.0586,7409.79,9118.05
5417.4043,6970.405,8630.623
5252.522,6814.7866,8446.423
4305.175,6036.9243,7911.5835
-618.66016,104.43506,1431.4551
5848.46,7671.764,9625.503
6015.801,7738.9614,9681.149
6178.116,7786.497,9616.44
5703.7686,7247.1714,8990.862
5705.418,7240.0376,8978.883
