p10,median,p90
4717.1025,5345.0605,6099.7417
4509.1914,5166.2085,5960.362
2603.669,3252.603,3994.9001
-755.4531,-220.58105,488.9807
4079.0544,4744.1396,5515.9624
3994.3926,4541.159,5288.1084
3700.0496,4224.9404,4967.4756
3553.949,4076.0098,4767.991
3590.4604,4107.6973,4834.0957
3169.0078,3775.0085,4593.0737
-61.763184,400.6704,1283.0325
5730.539,6557.5957,7871.5513
5345.455,6125.639,7366.1265
4783.9453,5506.1377,6713.91
4366.5537,5030.007,6120.0293
4396.804,5117.034,6236.5977
2560.9077,3185.2122,3947.0576
-318.04053,138.73364,792.48193
4310.9087,4969.0874,5817.217
4134.827,4739.5757,5528.4985
3628.6885,4178.111,4951.3335
3553.5217,4116.7817,4860.4897
3444.3037,4058.3948,4881.1904
2984.6,3644.8032,4494.8496
-130.82568,255.52441,1037.123
5414.8,6483.0225,7942.1387
4908.287,5840.776,7286.541
4445.994,5251.9556,6599.299
4221.383,5040.0063,6354.151
4029.7998,4967.2407,6401.5117
