p10,median,p90
4730.8726,6011.9062,7611.8223
4925.6685,6215.169,7790.491
4375.5884,5515.177,6876.5107
-1118.9277,-349.58984,704.5808
4594.5723,5704.179,6963.1475
4471.0806,5412.5254,6549.0117
4146.324,5056.3115,6110.869
4117.321,5030.897,6073.6865
4758.3545,5669.7476,6698.705
4682.3276,5601.6133,6717.4526
-356.2544,295.7173,1255.616
5691.694,6846.452,8434.412
5171.678,6232.9375,7670.6855
4697.908,5777.954,7095.0684
4185.019,5263.0127,6506.7183
4773.4194,5912.434,7269.784
4091.8213,5029.4673,6058.6597
-1116.7251,-366.71875,459.75928
4596.3022,5579.7715,6708.0737
4429.77,5408.1514,6462.9673
4020.483,4912.588,5892.8345
4070.589,4998.5103,5965.908
4619.347,5564.6694,6647.798
4655.4614,5700.658,6914.79
-477.85547,128.26465,1017.9612
5680.5386,7110.5117,8911.279
5137.562,6496.111,8197.772
4655.8022,6050.6504,7698.996
4415.9473,5747.988,7186.852
4781.698,6141.5986,7643.7715
