p10,median,p90
8184.162,10190.504,12536.361
8631.366,10544.15,12977.168
6963.7573,8787.957,10943.856
-1554.1602,-245.0376,1593.0029
7978.3423,9492.084,11280.137
7439.797,8802.737,10441.783
7100.8296,8367.6875,9942.729
6521.0303,7753.7065,9250.374
6913.9966,8217.358,9667.021
6675.8047,8028.9453,9490.767
-718.5083,395.89746,1869.2979
8738.276,10318.133,12386.903
8308.477,9905.9,11923.285
7775.389,9375.508,11353.566
7031.8833,8642.679,10567.891
7482.7974,9163.143,11165.285
5783.6904,7181.317,8672.39
-1242.2295,-4.309082,1384.21
7312.7065,8672.617,10292.084
6501.482,7867.5874,9492.7705
5755.054,6940.465,8361.937
5924.541,7141.9644,8395.449
6321.9043,7588.7837,9103.177
6210.7188,7585.518,9238.434
-852.8335,135.41016,1612.9946
9350.617,11539.352,14149.308
9105.111,11248.34,13992.559
8285.014,10755.525,13551.059
8377.852,10958.281,13835.028
8705.64,11135.139,14146.359
