p10,median,p90
8107.013,9110.044,10225.057
7945.629,9013.683,10217.039
4710.811,5624.95,6586.5566
-1280.5747,-331.98193,727.9038
6653.408,7576.9097,8561.766
6368.416,7159.87,7956.1855
5718.7505,6486.5566,7325.389
5708.2495,6505.8486,7351.5127
5835.829,6539.191,7386.9277
5128.6323,6008.0586,6980.8955
-67.9375,814.4238,2002.688
9660.784,11066.7705,12964.289
8657.704,9950.242,11708.003
7105.5415,8354.245,9997.84
6616.1055,7915.935,9547.482
7055.1045,8518.942,10237.785
4116.2266,5104.666,6192.796
-809.3252,149.6294,1178.7573
6121.701,7149.7993,8240.794
5510.801,6468.376,7543.444
4402.0684,5265.901,6245.0435
4899.681,5764.6055,6613.0
5044.963,5960.7007,6880.2603
4765.9688,5736.057,6699.4546
-405.75,383.32764,1435.0986
9679.309,11243.59,13217.33
8623.915,10172.961,12274.091
7547.659,9118.021,11167.87
7129.2603,8769.252,10786.189
7427.1387,9152.0,11271.488
