p10,median,p90
6788.218,8077.49,9448.515
6304.3555,7563.9146,8911.268
3231.9263,4451.883,5722.213
-1673.2817,-551.65137,718.8594
6207.8647,7502.1377,8915.229
6009.2256,7100.8076,8384.419
5343.904,6360.194,7558.92
5428.3633,6415.5605,7566.269
5481.143,6502.3438,7664.32
3409.6084,4529.163,5617.081
-216.77783,704.9385,1951.1726
7219.046,8772.396,10658.366
6997.508,8497.613,10292.576
5648.0635,7177.6323,8964.167
5008.5215,6564.2373,8251.775
4793.1816,6566.982,8249.538
2398.688,3652.2278,4997.3438
-1664.0845,-433.77734,857.64404
5374.527,6880.7466,8438.592
4953.578,6470.6016,8008.9014
3933.7876,5271.748,6691.848
4633.224,5794.624,7070.464
4542.3047,5818.5264,7166.4033
2941.1387,4180.7656,5485.091
-788.855,258.08057,1558.6304
6744.9487,8536.764,10673.828
6440.524,8297.437,10578.456
5389.2246,7346.1753,9649.671
5435.5093,7340.448,9560.825
5250.865,7169.022,9452.481
