p10,median,p90
4863.9854,6192.4277,7644.2354
5390.7593,6726.5596,8247.886
3451.1548,4711.688,6068.6157
-1453.9775,-285.32812,1006.7915
5228.716,6452.4717,7746.486
4459.864,5558.089,6780.0605
4204.858,5288.3193,6485.5303
3527.708,4658.7866,5864.283
4536.827,5646.9033,6850.5117
3014.8975,4174.46,5301.89
-724.0049,267.1455,1462.4453
5519.6235,6848.248,8393.174
5143.9917,6389.672,7832.0957
4354.3403,5641.003,7073.3335
3778.9978,5083.073,6481.3477
4603.7065,5914.2,7318.2124
2509.1072,3713.2646,4903.839
-1594.6763,-349.6621,854.24927
4818.06,5986.958,7274.381
4202.725,5363.165,6609.3267
3807.4087,4900.5557,6111.5156
3570.871,4742.9395,5997.7593
4341.569,5594.7324,6884.035
2909.669,4293.176,5657.557
-727.0093,389.07324,1582.5942
5886.545,7604.673,9429.179
5572.721,7218.663,9027.725
5050.968,6768.0674,8554.771
4531.6367,6279.0317,8050.544
5077.0776,6864.2793,8656.4375
