p10,median,p90
3992.8845,4645.122,5338.118
4233.2437,4949.8804,5699.9897
2132.4849,2801.5293,3461.7993
-1020.98047,-412.90332,258.04053
4105.184,4846.94,5631.892
3287.6982,3926.1113,4650.436
3226.6646,3869.9622,4598.365
3091.3313,3779.2954,4509.922
3737.656,4441.985,5183.985
2325.2407,3041.4612,3726.249
-358.4563,157.2915,832.124
5028.501,5853.8994,6792.95
4173.962,4956.85,5798.8047
3649.6023,4456.132,5331.791
3266.0718,4067.492,4945.4985
3893.3022,4750.276,5656.394
1755.1726,2499.5913,3294.0435
-1017.9595,-332.28223,389.53125
3844.4548,4663.1577,5547.6064
3128.6182,3959.6677,4838.9673
2680.2324,3478.1887,4321.251
2908.1396,3671.497,4499.966
3435.4443,4212.4326,5045.7266
2136.5144,2950.768,3715.4626
-679.4038,-63.607666,624.33105
4836.6333,5900.2295,6983.6416
4056.594,4989.406,6007.5117
3634.939,4552.4575,5572.4917
3656.3584,4578.125,5564.6846
4130.879,5168.9126,6222.3843
