p10,median,p90
5629.501,6914.328,8133.21
5959.2383,7241.288,8539.428
2925.8887,4163.7837,5312.3164
-1330.4468,-122.921875,1064.5908
3943.7988,5117.8667,6273.121
3186.6045,4318.3086,5356.931
2940.0522,4077.767,5178.9956
2192.1765,3299.0933,4401.2324
2640.964,3752.2783,4851.824
2999.068,4222.9727,5382.415
-900.8623,187.39062,1370.0635
7435.089,8892.914,10343.303
6617.699,8046.245,9437.175
5294.524,6661.333,8089.1064
4593.8535,6024.0054,7445.4453
4935.556,6466.7866,7885.426
2677.4333,3923.463,5116.301
-1030.5234,224.98047,1386.0613
3877.1868,5037.537,6214.67
3064.6155,4180.625,5309.1206
2380.252,3527.301,4710.714
2269.9243,3403.3242,4549.218
2566.839,3813.7368,5057.065
2850.96,4229.2534,5486.886
-1218.56,-51.12451,1117.9397
7934.833,9733.59,11602.369
7309.6113,9151.961,11031.937
5726.9336,7673.447,9588.926
5244.8457,7234.0312,9131.143
5263.653,7372.631,9296.879
