p10,median,p90
5225.045,5754.4136,6305.678
5100.579,5689.307,6265.2017
2520.65,3043.929,3580.4941
-546.02734,-40.615723,505.78223
3856.2224,4378.7173,4903.6553
3661.7617,4116.474,4551.7334
3558.1638,4012.5295,4512.224
3255.4482,3739.9324,4203.1816
3187.3403,3639.2014,4113.588
2700.0063,3212.3962,3686.7444
-257.59668,180.56567,688.53345
5910.0654,6538.9824,7255.1694
5514.3643,6116.589,6781.718
5146.6963,5792.5986,6446.1323
4513.9937,5107.157,5828.6055
4820.0117,5438.3623,6138.3325
2585.278,3127.8613,3728.2375
-160.26611,347.89917,896.4905
3655.9312,4216.7983,4761.7793
3381.1836,3903.1487,4426.3286
2960.096,3470.001,4002.4854
2836.362,3351.4949,3828.8765
2776.5088,3320.055,3841.2197
2506.8894,3069.1162,3604.2114
-514.6865,-75.751465,501.0957
6052.076,6831.145,7738.741
5578.0176,6378.052,7407.4023
5168.998,6038.931,7116.8276
4984.602,5909.91,7059.1436
4991.23,6058.991,7247.4434
