p10,median,p90
7462.217,8394.422,9775.6045
7151.773,8076.5166,9494.214
4695.374,5512.1567,6744.8975
-984.9795,-323.54785,766.395
6660.7544,7431.8906,8500.3
5929.7607,6516.75,7232.633
5775.8594,6342.463,7158.3174
5686.9497,6244.4253,6980.9517
5698.0312,6223.9595,6983.952
5006.467,5609.3345,6397.383
-158.34229,460.4917,1489.1436
8076.7686,8908.131,10455.77
7497.341,8298.479,9664.97
7111.1826,7871.293,9272.322
6316.5015,7043.9688,8369.8125
6532.771,7271.0024,8526.151
4237.7725,4819.5054,5540.696
-464.40186,117.89453,759.5576
6247.2515,6916.0986,7669.473
5478.8115,6042.32,6655.444
5020.3574,5569.2544,6199.5103
4934.3945,5455.4946,6029.3984
4918.3247,5493.7188,6186.1025
4602.8906,5239.7944,6019.8184
-27.277832,450.48145,1282.7095
8544.197,9731.357,11441.74
7839.5576,8924.842,10860.387
7625.905,8772.733,10914.079
7294.7275,8531.844,10991.678
7320.814,8784.881,11447.533
