p10,median,p90
10300.105,11436.947,12589.535
10623.053,11908.175,13166.955
8345.783,9580.323,10854.011
-1829.7881,-618.88086,733.1836
9922.411,11124.1045,12432.987
8955.611,10129.502,11313.607
8036.5327,9161.093,10392.214
8503.272,9638.008,10793.321
9317.792,10448.689,11604.561
8893.158,10126.298,11313.541
-512.81934,502.85742,1753.4922
12057.556,13313.6,14799.715
10868.605,12180.885,13567.99
9252.509,10665.216,12102.438
9157.583,10487.568,12020.94
10587.193,11899.961,13421.825
7002.673,8477.487,10004.102
-1683.9062,-325.9756,1177.1938
9280.706,10780.643,12388.664
8369.611,9944.2705,11546.849
6430.6113,7899.2373,9501.707
7450.375,8823.885,10237.335
8411.183,9804.409,11325.812
8079.8677,9507.296,11004.464
-949.04004,124.90039,1612.8008
11779.844,13664.354,15802.572
10804.136,12651.918,14966.732
9373.942,11334.49,13679.785
9708.869,11721.607,14110.119
10799.071,13034.634,15512.169
