p10,median,p90
9093.744,10252.926,11584.951
9370.203,10559.921,11940.071
7445.979,8587.797,9968.797
355.41992,1544.5376,2962.2725
9090.161,10189.035,11482.493
7673.2827,8543.638,9505.465
7637.724,8500.639,9497.809
7180.7354,8097.0615,9052.237
7825.1494,8716.707,9800.252
7660.711,8662.626,9772.725
1931.0703,3023.6348,4379.3135
10824.984,12029.428,13694.77
9409.742,10573.574,11953.168
8438.775,9580.174,10984.161
7340.4424,8460.87,9841.879
8177.8877,9314.474,10674.7
5995.908,6976.793,8040.166
17.018555,1155.0361,2323.6226
8232.603,9332.949,10468.049
7181.0283,8217.711,9441.946
6143.4585,7150.97,8325.361
6219.458,7314.4155,8443.19
7173.2363,8352.579,9887.644
7287.501,8676.729,10553.553
1652.8447,2884.6274,4958.179
11135.652,13362.171,16310.576
9583.094,11651.136,14613.861
9328.367,11492.372,14654.7
8414.528,10658.097,13904.415
8858.276,11127.049,14216.967
