p10,median,p90
7580.8574,8400.894,9261.735
6426.8525,7282.8506,8142.8438
3019.4165,3758.5166,4548.173
-667.98926,82.63037,874.05566
5206.218,5974.769,6757.618
4772.6855,5437.825,6110.6484
4356.3022,5046.3584,5808.4917
4713.003,5396.456,6112.759
3628.3809,4343.7095,5038.2397
3044.909,3765.909,4528.6123
-374.89844,274.74072,1080.2104
8354.879,9423.757,10542.602
7777.6943,8781.06,9774.584
6878.0547,7864.891,8828.325
6723.514,7692.6553,8649.885
6108.9575,7022.3047,7999.289
2868.5596,3672.0652,4481.2026
-97.01416,616.04443,1370.7407
4995.5654,5790.5703,6503.7856
4707.677,5435.2993,6099.3037
4083.3687,4805.8447,5492.6245
4494.1313,5234.7124,5909.501
3323.0989,4108.635,4900.464
3149.6484,3955.1025,4752.6206
-469.36328,206.03076,1039.6084
8489.834,9788.004,11245.733
7864.3574,9160.182,10648.32
6889.921,8189.3125,9715.36
7150.1777,8545.842,10074.714
6321.1406,7818.659,9334.676
