p10,median,p90
6544.15,8674.655,10881.11
6817.6206,8891.607,11025.121
3931.776,5744.9185,7638.5576
-1507.4692,-35.04248,1548.5117
5003.249,6736.12,8555.262
4590.97,6252.378,7980.907
4806.215,6419.753,8080.755
3737.9727,5446.569,7107.588
4380.8843,6005.234,7646.3154
4254.9023,5934.404,7514.4805
-884.333,410.26367,1920.833
7453.0327,9273.762,11413.521
6534.205,8451.744,10514.482
6263.912,8318.897,10413.238
4932.1733,6937.6997,8911.005
5633.9365,7672.7983,9692.677
3070.684,4708.5,6294.9565
-1230.5903,158.56299,1533.7607
5049.743,6610.061,8191.705
4373.524,5959.281,7653.6807
4238.8525,5787.294,7401.9663
3401.1814,5005.1104,6548.176
4216.9077,5899.8794,7620.5537
3905.4062,5652.4976,7427.8223
-1117.9448,175.85547,1577.5669
8119.333,10323.17,12967.271
7195.032,9479.348,12013.953
6480.716,9033.324,11409.507
5972.6533,8524.086,10938.533
6362.965,8797.72,11142.571
