p10,median,p90
9006.429,10388.766,11976.477
9527.336,10945.859,12805.637
5437.0103,6765.437,8284.119
-1526.7646,-446.6914,1087.7676
8681.434,9872.461,11310.429
7923.082,9069.246,10432.529
7640.19,8697.907,10033.52
7192.606,8245.172,9562.893
8026.625,9054.793,10274.268
5832.3745,6910.184,8082.9824
-597.6699,401.41602,1725.4512
9980.298,11258.914,13021.389
9386.612,10651.988,12283.875
8758.834,10014.413,11625.07
8382.613,9583.8125,11107.686
8788.065,10023.512,11670.229
5038.618,6176.5596,7507.3105
-782.35645,214.22705,1452.9995
8326.588,9552.987,11066.442
7631.5103,8826.552,10280.048
6940.327,8037.9277,9381.582
7083.29,8200.157,9476.899
7689.902,8831.939,10278.147
5489.25,6715.974,8210.376
-540.6074,299.14404,1734.315
10664.955,12476.093,15181.494
9813.249,11593.895,14353.333
8957.283,10766.855,13685.621
8801.292,10783.375,13873.454
9112.523,11339.155,14595.453
