p10,median,p90
5241.6416,6116.574,7102.6885
5285.8276,6169.304,7171.853
5491.701,6395.3535,7419.1836
-969.9155,-282.82178,612.90186
4932.98,5816.869,6838.5605
4226.7686,5016.493,5951.047
3443.6965,4300.1406,5256.12
3276.1157,4238.8813,5174.201
3673.4573,4552.103,5454.721
5358.002,6234.014,7269.914
-492.6792,180.87695,1144.1743
6564.4004,7586.574,8968.658
5754.376,6788.387,8152.5693
4815.007,5912.0405,7280.098
4547.84,5738.869,7125.387
4989.5063,6202.6147,7630.6836
5239.1016,6211.017,7197.8823
-631.49414,97.57715,962.0698
4784.817,5765.4673,6823.426
3705.692,4712.508,5810.9985
2639.288,3648.0173,4688.277
3085.0488,4055.6475,4970.8813
3547.9446,4553.905,5599.907
4959.1777,5998.7935,7154.1826
-689.7783,-100.99805,810.6255
6172.4805,7447.8364,9038.896
5701.507,6929.8154,8584.309
5060.131,6380.326,8015.6904
5094.164,6522.5786,8320.676
5122.9688,6714.342,8519.3955
